id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,.30-06 M1903,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
2,37mm TR16 Gun,5,light gun,6,2,1,0,10,32,0,0,40,80,0
3,Saber,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
4,Saber,1,primary infantry weapon,1,1,2,0,0,0,0,0,4,4,0
9,25mm SA34 Gun,5,light gun,6,2,0,0,0,48,0,0,48,120,0
10,25mm SA35 Gun,5,light gun,6,2,0,0,0,48,0,0,48,120,0
12,37mm SA18 Gun,5,light gun,6,2,0,0,10,32,0,0,40,100,0
13,37mm SA38 Gun,5,light gun,6,2,0,0,12,44,0,0,44,120,0
17,40mm Bofors Gun,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
20,2pdr OQF Mk IX,5,light gun,6,2,2,0,0,60,0,108,60,128,40
21,47mm SA35 Gun,5,light gun,7,3,0,0,18,58,0,0,48,148,0
22,47mm SA37 Gun,5,light gun,7,3,0,0,18,85,0,0,44,160,0
28,47mm SA34 Gun,5,light gun,7,3,0,0,15,38,0,0,44,110,0
29,6pdr OQF Mk2/3,5,light gun,7,3,0,0,22,98,0,148,72,160,160
30,60mm Mle 35 Mtr,3,team weapon,4,3,0,0,5,0,0,0,16,136,10
31,65mm Mle1906,6,medium gun,8,4,0,0,20,0,0,0,32,100,0
32,75mm BS Gun,6,medium gun,8,4,0,0,24,0,45,0,32,215,40
33,75mm Mle1897 FH,6,medium gun,9,4,0,0,26,72,0,0,36,220,0
37,3in OML Mortar,3,team weapon,5,5,0,0,12,0,0,0,16,208,20
39,75mm SA35 Gun,6,medium gun,8,4,0,0,26,58,0,0,40,150,0
40,50mm GL 1937,2,secondary infantry weapon,2,3,0,0,5,0,0,0,16,64,10
41,75mm Mle1929,6,medium gun,8,4,0,0,26,62,0,0,32,215,0
