id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,71,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,71,Inf Tank Plt,0,average,1,platoon,1,armor,1930,1,1940,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,71,Panzer IV Plt,0,average,1,platoon,1,armor,1944,9,1949,28,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0
4,71,Panzer IV Sec,0,average,1,platoon,1,armor,1944,9,1949,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,Capt T-34 Plt,3,elite,1,platoon,1,armor,1942,1,1949,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,71,Howitzer Sec,0,average,1,platoon,2,artillery,1930,1,1949,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71,Howitzer Btry,0,average,1,platoon,2,artillery,1930,1,1949,82,1,82,1,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0
8,71,Assault Gun Plt,3,elite,1,platoon,1,armor,1943,7,1949,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,71,Assault Gun Sec,3,elite,1,platoon,1,armor,1943,7,1949,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,71,AT Gun Section,0,average,1,platoon,2,artillery,1936,10,1949,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,71,HMG Platoon,0,average,1,platoon,3,infantry,1930,1,1949,107,1,107,1,107,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0
12,71,Lt Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1940,1,1949,122,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,71,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1940,122,1,125,1,125,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0
14,71,Lt Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1941,1,1949,122,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
15,71,Ski Inf Platoon,0,average,1,platoon,5,*AI*,1930,1,1949,167,1,167,1,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0
16,71,Engineer/FT Grp,0,average,1,platoon,3,infantry,1930,1,1949,148,1,148,1,148,1,156,1,156,1,0,0,0,0,0,0,0,0,0,0
17,71,Engineer Plt,0,average,1,platoon,3,infantry,1930,1,1949,148,1,148,1,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,71,HMG Section,0,average,1,platoon,3,infantry,1930,1,1949,107,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,71,Inf AT Platoon,0,average,1,platoon,3,infantry,1936,1,1949,143,1,143,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0
20,71,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,71,Hvy Truck Plt,0,average,1,platoon,4,miscellaneous,1939,1,1949,223,1,223,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0
22,71,Hvy Truck Sec,0,average,1,platoon,4,miscellaneous,1939,1,1949,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,71,Truck Platoon,0,average,1,platoon,4,miscellaneous,1939,1,1949,224,1,224,1,224,1,224,1,224,1,0,0,0,0,0,0,0,0,0,0
24,71,Truck Section,0,average,1,platoon,4,miscellaneous,1939,1,1949,224,1,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,71,Inf AT Section,0,average,1,platoon,3,infantry,1936,1,1949,141,1,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,71,Strike Element,3,elite,1,platoon,4,miscellaneous,1937,1,1949,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,71,Mot ATG Plt,0,average,1,platoon,5,*AI*,1940,2,1949,39,1,39,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0
28,71,Mech ATG Plt,0,average,1,platoon,5,*AI*,1940,1,1949,39,1,39,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
29,71,Artillery Btry,0,average,1,platoon,2,artillery,1930,1,1949,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,71,Artillery Btln,0,average,1,platoon,2,artillery,1930,1,1949,180,1,180,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,71,Light Mortar,2,dedicated artillery,1,platoon,2,artillery,1940,1,1949,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,71,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1949,105,1,105,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,71,Rifle Platoon,0,average,1,platoon,3,infantry,1941,1,1949,122,1,129,1,129,1,129,1,129,1,0,0,0,0,0,0,0,0,0,0
34,71,Fast Tank Plt,0,average,1,platoon,1,armor,1941,1,1942,13,1,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0
35,71,Pz IV Co,0,average,2,company,1,armor,1944,9,1949,28,1,28,1,1003,1,1003,1,1003,1,0,0,0,0,0,0,0,0,0,0
36,71,Lt Tank Company,1,recon,2,company,1,armor,1939,8,1945,3,1,3,1,1059,1,1059,1,1059,1,0,0,0,0,0,0,0,0,0,0
37,71,Asslt Gun Co 43,4,elite recon,2,company,1,armor,1943,7,1944,27,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,71,Rifle Company,1,recon,2,company,3,infantry,1941,1,1949,135,1,1033,1,1033,1,1033,1,1019,1,1011,1,0,0,0,0,0,0,0,0
39,71,Rifle Company-,1,recon,2,company,3,infantry,1941,1,1949,135,1,1033,1,1033,1,1033,1,1019,1,0,0,0,0,0,0,0,0,0,0
40,71,Ski Inf Company,1,recon,2,company,5,*AI*,1930,1,1949,167,1,1015,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0,0,0
41,71,Munitions Dump,0,average,1,platoon,4,miscellaneous,1930,1,1949,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,71,Rifle Company,1,recon,2,company,3,infantry,1930,1,1940,135,1,1013,1,1013,1,1013,1,1013,1,1011,1,0,0,0,0,0,0,0,0
43,71,Assault Eng Plt,3,elite,1,platoon,3,infantry,1941,1,1949,149,1,149,1,149,1,156,1,156,1,0,0,0,0,0,0,0,0,0,0
44,71,Command Post,4,elite recon,1,platoon,4,miscellaneous,1930,1,1949,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,71,Rifle Company-,1,recon,2,company,3,infantry,1930,1,1940,135,1,1013,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
46,71,Rifle Company+,1,recon,2,company,3,infantry,1941,1,1949,135,1,1033,1,1033,1,1033,1,1019,1,1011,1,1014,1,0,0,0,0,0,0
47,71,Cav ATG Platoon,0,average,1,platoon,5,*AI*,1936,10,1949,39,1,39,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0
48,71,Tank Rider Plt,0,average,1,platoon,1,armor,1941,1,1942,13,1,13,1,13,1,110,1,110,1,110,1,0,0,0,0,0,0,0,0
49,71,Asslt Gun Co 44,4,elite recon,2,company,1,armor,1944,7,1949,27,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0
50,71,AA Gun Section,0,average,1,platoon,2,artillery,1930,1,1949,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,71,AA Gun Battery,0,average,1,platoon,2,artillery,1930,1,1949,76,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0
52,71,Mixed Mortar Co,5,elite dedicated artillery,2,company,2,artillery,1940,1,1949,135,1,52,1,52,1,1014,1,1014,1,0,0,0,0,0,0,0,0,0,0
53,71,Capt T-34 Sec,3,elite,1,platoon,1,armor,1942,1,1949,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,71,Jaeger Platoon,3,elite,1,platoon,3,infantry,1941,1,1949,124,1,205,1,205,1,205,1,205,1,0,0,0,0,0,0,0,0,0,0
55,71,Jaeger Company,4,elite recon,2,company,3,infantry,1941,1,1949,135,1,1054,1,1054,1,1054,1,1019,1,1011,1,0,0,0,0,0,0,0,0
56,71,Jaeger Company+,4,elite recon,2,company,3,infantry,1941,1,1949,135,1,1054,1,1054,1,1054,1,1019,1,1011,1,1014,1,0,0,0,0,0,0
57,71,Hvy Tank Plt,3,elite,1,platoon,1,armor,1942,1,1945,19,1,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
58,71,Flame Tank Sec,0,average,1,platoon,1,armor,1940,5,1943,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,71,Lt Tank Platoon,0,average,1,platoon,1,armor,1939,8,1945,3,1,3,1,3,1,6,1,5,1,0,0,0,0,0,0,0,0,0,0
60,71,CS Tank Platoon,0,average,1,platoon,1,armor,1942,2,1949,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,71,Hvy Tank Sec,3,elite,1,platoon,1,armor,1940,4,1945,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,71,Inf Tank Co,1,recon,2,company,1,armor,1930,1,1940,1,1,1002,1,1002,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0
63,71,Amphib Tk Plt/3,0,average,1,platoon,1,armor,1941,6,1941,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,71,KV-1 Mixed Co,4,elite recon,2,company,1,armor,1942,4,1945,9,1,22,1,23,1,1057,1,1059,1,0,0,0,0,0,0,0,0,0,0
65,71,++AI Armor++,1,recon,2,company,5,*AI*,1941,1,1949,16,1,22,1,23,1,1059,1,1008,1,1008,1,1061,1,1005,1,1054,1,0,0
66,71,T-34 Mixed Co,4,elite recon,2,company,1,armor,1942,4,1945,16,1,1005,1,1057,1,1059,1,0,0,0,0,0,0,0,0,0,0,0,0
67,71,Hvy Mrt Sec/2,2,dedicated artillery,1,platoon,2,artillery,1940,5,1949,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,71,Hvy Mrt Sec/3,2,dedicated artillery,1,platoon,2,artillery,1940,5,1949,122,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
