rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,FT,63,0,2,2,211,0,0,0,90,0,0,0,0,0,0,0,6,8,8,6,10,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,11,30,43,13,73,230,0,4,0,0,7,0,2,0,6,1,224,615,0,0,0,1,0,0,0,0,0,0,0,0
2,R-2,12,50,2,4,14,179,0,130,24,48,60,0,0,0,60,0,24,25,15,15,27,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,49,12,10,10,92,36,44,52,73,1508,0,4,0,0,6,0,2,0,6,3,226,936,0,0,0,3,0,0,0,0,1508,0,0,0
3,R-35,12,70,2,2,12,196,0,0,29,29,60,0,0,0,0,0,14,32,40,40,45,40,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,24,16,30,30,70,40,44,51,73,7338,0,4,0,0,5,0,2,0,6,2,226,616,0,0,0,8,0,0,0,0,227,0,0,0
4,R-35/45,12,50,2,2,18,0,0,0,15,20,0,0,0,0,0,0,14,32,40,40,49,40,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,28,15,30,30,72,44,44,58,73,7333,0,4,0,0,5,0,2,0,6,2,226,800,0,0,0,1,0,0,0,0,7333,0,0,0
5,T-38,13,50,2,4,230,227,0,126,24,48,60,0,0,0,60,0,26,25,15,12,28,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,49,12,10,22,63,43,43,52,73,8,0,4,0,0,6,0,2,0,6,2,226,417,0,0,0,1,0,0,0,0,8,0,0,0
6,T-3 CS Tank,15,41,3,5,41,155,0,6,40,14,60,0,0,0,60,0,22,75,33,50,63,30,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,26,25,12,92,42,44,83,73,7,0,4,0,10,6,0,2,0,8,3,228,763,0,0,0,10,0,0,0,0,7,0,0,0
7,T-IV F2 ,91,40,3,5,46,155,0,6,42,37,60,0,0,0,60,0,24,54,33,20,66,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,23,26,16,92,42,45,99,73,11,0,4,2,0,5,0,3,0,8,4,228,734,0,0,0,7,0,0,0,0,11,0,0,0
8,T-IV H,91,50,3,5,47,155,0,6,37,50,60,0,0,0,60,0,24,85,33,20,66,30,30,12,8,8,6,10,8,8,4,0,0,0,0,0,0,0,12,0,11,23,26,15,71,44,45,118,73,13,0,4,2,0,6,0,4,0,8,4,228,737,0,0,0,3,0,0,0,0,13,0,0,0
9,Horses,76,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,25,15,15,27,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,49,5,73,8260,0,0,0,0,0,0,0,0,12,0,124,4,1,0,0,1,0,0,0,0,8045,27,0,0
10,TAS Assault Gun,18,40,3,4,208,0,0,6,22,30,0,0,0,0,60,0,24,85,33,50,95,30,30,18,32,40,40,45,40,40,13,0,0,0,0,0,0,0,21,0,9,10,10,30,71,43,45,102,73,20,0,4,4,0,4,0,3,0,8,3,226,745,0,0,0,7,0,0,0,0,20,0,0,0
11,TACAM T-60,60,0,3,3,52,156,0,0,19,20,60,0,0,0,0,0,24,23,15,17,15,15,0,0,32,40,40,49,40,40,13,0,0,0,0,0,0,0,64,22,67,25,0,0,51,43,45,60,73,7316,0,4,0,0,5,0,2,0,6,4,228,801,0,0,0,6,0,0,0,0,7316,0,0,0
12,Tatra 93T 3ton,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,25,15,12,28,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,49,13,73,7320,0,0,0,0,9,0,0,0,112,4,228,1074,0,0,0,1,0,0,0,0,7320,0,0,0
13,CKD Praga TNSPE,89,0,4,3,249,0,0,0,50,0,0,0,0,0,0,0,28,10,10,10,10,10,10,10,75,33,50,63,30,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,47,6,73,7311,0,4,0,0,7,0,2,0,0,0,228,802,0,0,0,1,0,0,0,0,7311,0,0,0
14,SdKfz 222,88,0,2,3,8,155,0,0,52,0,60,0,0,0,0,0,48,8,8,5,8,8,8,0,54,33,20,66,30,30,10,0,0,0,0,0,0,0,37,35,31,35,35,35,92,42,45,31,73,138,0,4,0,0,8,0,2,0,0,1,226,768,0,0,0,10,0,0,0,0,138,0,0,0
15,20mm FlaK Gun,8,0,1,6,147,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,33,20,66,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,49,16,73,141,0,3,0,0,9,0,2,0,0,0,106,659,0,0,0,5,0,0,0,0,141,0,0,0
16,37mm AT Gun,6,0,1,4,14,240,0,0,20,40,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,42,20,73,7323,0,2,0,0,8,0,2,0,0,0,104,54,0,0,0,1,0,0,0,0,7323,0,0,0
17,47mm AT Gun,6,0,1,4,23,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,33,50,95,30,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,44,25,73,7667,0,3,0,0,7,0,2,0,0,0,104,55,0,0,0,1,0,0,0,0,0,0,0,0
18,50mm AT Gun,6,0,1,5,24,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,15,17,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,49,46,73,49,0,3,4,0,7,0,3,0,0,0,105,55,0,0,0,11,0,0,0,0,49,0,0,0
19,75mm AT Gun,6,0,1,6,35,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,44,64,73,7324,0,3,0,0,6,0,4,0,0,0,106,57,0,0,0,11,0,0,0,0,50,0,0,0
20,Mortier Trupa,5,0,1,4,30,246,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,45,19,73,7341,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,7341,0,0,0
21,Mortier Trupa,5,0,1,4,56,246,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,35,49,28,73,7341,0,2,0,0,8,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,7341,0,0,0
22,Hvy Mortier Trp,82,0,1,5,73,246,0,0,50,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,42,49,31,73,7341,0,2,0,0,6,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,7341,0,0,0
23,HMG Trupa,81,0,0,4,100,87,246,0,60,0,4,0,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,44,24,73,4268,0,3,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,346,0,0,0
24,MG Trupa,4,0,0,4,5,87,246,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,49,18,73,7336,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7336,0,0,0
25,Rifle Trupa,103,0,1,10,213,87,95,0,50,0,10,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,44,18,73,7335,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7335,0,0,0
26,Rifle Trupa,103,0,1,10,213,87,95,215,50,0,9,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,44,19,73,7335,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7335,0,0,0
27,Rifle Trupa,1,0,1,10,213,89,3,87,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,44,27,73,7335,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7335,0,0,0
28,Pionieri,102,0,1,10,213,87,183,0,50,0,10,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,23,73,7302,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7302,0,0,0
29,Cavaleri,3,0,2,10,213,87,0,0,50,0,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,39,19,73,8260,0,0,0,0,9,0,0,0,0,0,255,0,2,0,0,1,0,0,0,0,8260,0,0,0
30,Sniper,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,20,73,7306,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,745,0,0,0
31,Pzrbuchse Trupa,2,0,0,2,88,215,0,0,0,40,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,15,73,70,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0
32,PzrFaust Trupa,2,0,0,2,89,159,0,0,0,6,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,12,73,7082,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7082,0,0,0
33,75mm Field Gun,9,0,1,6,33,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,49,29,73,221,0,2,0,0,6,0,1,0,0,0,106,655,0,0,0,1,0,0,0,0,221,0,0,0
34,100mm Munte FH,9,0,1,8,70,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,49,34,73,210,0,2,0,0,5,0,1,0,0,0,108,657,0,0,0,1,0,0,0,0,210,0,0,0
35,122mm Howitzer,9,0,2,10,74,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,43,49,44,73,121,0,2,0,0,5,0,1,0,0,0,210,665,0,0,0,2,0,0,0,0,121,0,0,0
