id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,90,Vickers VI A,112,light tank,2,armor,0,default,1936,7,1941,0,2,3,1,43,34,90,0,4,2,0,9,4,224,0,1,5,80,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,6,18,12,12,4,0,48,0,32,12,8,8,0,9956,9956,503,0,0
2,90,Stuart VI,112,light tank,2,armor,0,default,1942,6,1949,0,2,4,2,94,32,92,0,4,2,4,6,6,226,0,1,9,33,70,0,20,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,63,29,28,67,32,32,13,0,42,0,33,10,0,0,0,9040,9040,541,0,0
3,90,Stuart I,112,light tank,2,armor,0,default,1941,11,1942,0,2,4,2,73,34,90,0,4,2,4,6,6,226,0,1,2,43,85,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,44,25,25,56,25,25,13,50,18,0,16,5,5,5,0,9041,9041,504,0,0
4,90,Section HQ,26,armored infantry,0,infantry,0,default,1930,1,1949,0,0,3,0,9,9,93,0,0,0,0,9,0,0,0,0,242,50,0,0,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026,1004,0,0,0
5,90,Crusader I,116,cruiser tank,2,armor,0,default,1941,6,1943,0,3,5,3,58,28,80,0,4,3,0,7,8,226,0,0,20,0,110,0,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,26,27,27,39,19,24,10,0,48,0,0,19,40,25,0,636,636,508,0,0
6,90,AOP Carrier,205,tracked FO,8,recon,0,default,1940,1,1949,0,2,3,2,28,30,93,0,1,1,0,9,2,123,0,1,111,0,0,0,0,148,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,0,14,0,8,0,0,0,0,9039,1005,506,0,0
7,90,Ammo Boxes,276,ammo carrier,14,other,0,default,1930,1,1949,0,0,1,0,50,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,645,0,0
8,90,Crusader I,239,command tank,9,C&C,0,default,1941,6,1943,0,3,5,3,58,28,90,0,4,3,0,7,8,226,0,0,20,0,110,0,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,26,27,27,39,19,24,10,0,48,0,0,19,40,25,0,636,636,508,0,0
9,90,Crusader I CS,147,SP mortar,4,artillery,0,default,1941,6,1943,0,3,5,3,39,28,81,0,2,0,0,5,8,226,0,1,35,4,0,0,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,26,27,27,39,19,24,10,0,48,0,0,19,40,25,0,628,628,508,0,0
10,90,Crusader II,116,cruiser tank,2,armor,0,default,1941,11,1942,0,3,4,3,61,28,90,0,4,3,0,7,8,226,0,0,20,0,110,0,2,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,27,49,23,30,8,0,37,0,40,16,40,25,0,619,619,494,0,0
11,90,Crusader II CS,147,SP mortar,4,artillery,0,default,1941,11,1943,0,3,4,3,41,28,91,0,2,0,0,5,8,226,0,0,35,6,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,27,49,23,30,8,0,37,0,40,16,40,25,0,617,617,494,0,0
12,90,Ammo Crates,276,ammo carrier,14,other,0,default,1930,1,1949,0,0,1,0,40,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,645,0,0
13,90,Capt M 13/40,131,captured tank,2,armor,0,default,1940,12,1941,0,3,4,2,55,18,12,0,4,2,0,5,6,226,0,0,21,33,29,0,0,225,90,0,0,0,0,222,90,0,0,0,0,0,0,0,0,0,30,25,25,54,25,25,14,60,15,7,15,16,22,22,0,9001,9001,587,0,0
14,90,Capt M 11/39,131,captured tank,2,armor,0,default,1940,12,1941,0,3,3,2,57,20,12,0,4,2,0,6,6,226,0,0,224,60,0,0,0,0,0,0,14,30,52,0,0,0,0,0,0,0,0,0,0,0,30,25,25,54,25,25,14,60,30,7,15,16,22,22,0,9078,9078,586,0,0
15,90,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1930,1,1937,0,1,9,0,19,9,40,0,0,0,0,9,0,0,0,0,242,50,0,0,0,92,8,0,96,50,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021,9021,0,0,0
16,90,ReSupply Troops,20,second line infantry,0,infantry,0,default,1930,1,1949,0,0,3,0,9,8,13,0,0,0,0,9,5,0,0,0,242,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026,9026,0,0,0
17,90,LRDG Team,23,guerilla forces,0,infantry,0,default,1940,9,1943,0,1,6,0,22,11,13,0,0,0,0,9,0,0,0,0,242,40,0,0,0,85,0,6,96,50,0,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9991,9991,0,0,0
