rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,7.62mm Mosin/30,1,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
2,37mm M5 Gun,5,0,6,2,12,71,4,44,120,40,86,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,9,36,64,0,0,0,540,0,0,0,0,0,0,0
4,7.92mm MG34 MG,3,0,3,1,0,0,12,44,100,0,0,0,543,0,0,0,0,0,0,0
5,7.62mm PPSh SMG,1,0,1,1,0,0,5,4,16,0,0,0,600,0,0,0,0,0,0,0
6,7.62mm DP LMG,2,0,2,1,0,0,6,28,64,0,0,0,656,0,0,0,0,0,0,0
7,6.5mm m14 BMG,5,0,4,1,0,0,8,32,80,0,0,0,573,0,0,0,0,0,0,0
8,Tromblon,2,0,2,2,10,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0
9,7.92mm MG42 MG,3,0,3,1,0,0,14,40,100,0,0,0,552,0,0,0,0,0,0,0
10,20mm Breda AA,4,0,222,2,12,38,14,56,160,0,0,0,477,0,0,0,0,0,0,0
11,37mm 61-K obr39,4,0,6,2,12,44,11,64,180,0,0,0,315,0,0,0,0,0,0,0
12,37mm Skoda ATG,5,0,6,2,9,27,4,32,80,0,0,0,0,0,0,0,0,0,0,0
13,7.92mm MG34 BMG,5,0,3,1,0,0,10,28,32,0,0,0,546,0,0,0,0,0,0,0
14,7.62mm PPSh SMG,2,0,1,1,0,0,5,4,16,0,0,0,600,0,0,0,0,0,0,0
15,7.62mm Mosin/30,2,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
16,37mm M6 Gun,5,0,6,2,13,77,4,44,140,68,91,0,0,0,0,0,0,0,0,0
17,40mm Bofors Gun,4,0,6,3,26,56,11,60,207,0,0,0,991,0,0,0,0,0,0,0
18,45mm L46 Gun,5,0,7,3,13,66,3,48,120,120,90,0,0,0,0,0,0,0,0,0
19,45mm L66 Gun,5,0,7,3,13,77,3,56,120,120,101,0,0,0,0,0,0,0,0,0
20,46mm wz.36 ,3,0,2,3,9,0,4,0,64,0,0,0,819,0,0,0,0,0,0,0
21,47/32mm m35 Gun,5,0,7,3,14,54,4,52,120,60,69,75,0,0,0,0,0,0,0,0
22,47mm L34 Gun,5,0,7,3,14,51,3,52,120,0,0,0,0,0,0,0,0,0,0,0
23,47mm SA35 Gun,5,0,7,3,18,58,3,48,148,0,0,0,0,0,0,0,0,0,0,0
24,45mm Brixia,3,0,1,3,6,0,4,0,44,0,0,0,819,0,0,0,0,0,0,0
25,7.62mm Mosin/38,1,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65/17mm Gun,6,0,8,4,19,25,6,52,216,40,0,83,0,0,0,0,0,0,0,0
32,75/13mm Gun,6,0,8,4,18,45,6,48,120,0,0,0,0,0,0,0,0,0,0,0
33,75/27mm m906,6,0,9,4,27,72,6,48,216,40,0,0,0,0,0,0,0,0,0,0
34,75mm PaK97/38,6,0,8,4,25,96,6,48,120,40,131,85,0,0,0,0,0,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,76.2mm 02/30 FH,6,0,9,4,25,69,6,48,216,40,0,75,0,0,0,0,0,0,0,0
37,82mm BM obr. 37,3,0,5,5,18,0,8,16,208,20,0,0,0,0,0,0,0,0,0,0
38,7.92mm vz.37 MG,3,0,3,1,0,0,8,40,80,0,0,0,0,0,0,0,0,0,0,0
39,7.92mm MG,11,0,0,1,10,1,9,24,24,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,7.62mm Maxim MG,3,0,3,1,0,0,9,48,80,0,0,0,659,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm Stokes Mrt,3,0,5,5,29,0,8,20,208,0,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,100/17mm m14 FH,7,0,12,6,32,63,10,56,225,40,0,0,0,0,0,0,0,0,0,0
71,105/32mm m15 FG,7,0,12,6,34,74,10,48,224,40,0,100,0,0,0,0,0,0,0,0
72,107mm GVPM 38,3,0,6,6,22,0,10,16,208,20,0,0,0,0,0,0,0,0,0,0
73,120mm PM obr.38,3,0,10,7,36,0,12,16,216,20,0,0,0,0,0,0,0,0,0,0
74,122mm G obr.38,7,0,12,7,45,94,12,48,225,40,0,120,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,122mm M30 Gun,7,0,12,7,45,94,11,48,160,0,0,120,0,0,0,0,0,0,0,0
77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0
79,150mm M36 FH,7,0,12,9,48,0,17,48,225,40,0,0,0,0,0,0,0,0,0,0
80,152mm ML-20 FH,7,0,12,9,49,165,16,44,225,40,0,0,0,0,0,0,0,0,0,0
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,TNT,2,0,2,10,80,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0
83,M-35 Flamegun,8,0,3,15,150,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,8,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Molotov,8,0,1,3,55,222,2,4,4,0,0,55,603,0,0,0,0,0,0,0
86,Anti-Tank Mine,2,0,2,10,0,222,0,4,4,0,0,100,483,0,0,0,0,0,0,0
87,Mod.38 Grenade,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
88,StHGr 24,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
89,Granata M14/30,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
90,PIAT,2,0,3,4,0,222,2,4,8,0,0,130,633,0,0,0,0,0,0,0
91,No.36 Mills Grn,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
92,,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
94,6.5mm Breda LMG,2,0,2,1,0,0,6,28,52,0,0,0,573,0,0,0,0,0,0,0
95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,.303 Bren LMG,2,0,2,1,0,0,6,32,80,0,0,0,588,0,0,0,0,0,0,0
97,.303 VckrsBerth,2,0,2,1,0,0,6,24,80,0,0,0,582,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7.92mm MG42 LMG,2,0,2,1,0,0,11,36,64,0,0,0,552,0,0,0,0,0,0,0
100,Camera,16,0,1,20,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,155mm M17 FH,7,0,12,9,58,0,17,48,228,40,0,0,0,0,0,0,0,0,0,0
105,75mm OQF MV,6,0,8,4,25,106,5,84,192,0,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flame Projector,9,0,3,20,200,0,20,8,8,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,9mm FN M22,2,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
113,9mm Walther P38,1,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
114,9mm FN M22,1,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
115,Quad Maxim AAMG,4,0,3,1,0,0,28,40,120,0,0,0,647,0,0,0,0,0,0,0
116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,.303 Vickers MG,3,0,4,1,0,0,14,48,100,0,0,0,579,0,0,0,0,0,0,0
119,8mm Breda MG,3,0,4,1,0,0,8,44,100,0,0,0,420,0,0,0,0,0,0,0
120,.30cal M1919A4,3,0,4,1,0,0,10,48,80,0,0,0,522,0,0,0,0,0,0,0
121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7.62 Maxim HMG,3,0,4,1,0,0,13,40,120,0,0,0,644,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,12.7mm DShK HMG,3,0,4,1,20,20,16,44,160,0,0,0,333,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,8mm Breda BMG,5,0,3,1,0,0,7,28,32,0,0,0,420,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,8,28,32,0,0,0,606,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,.30cal BMG,5,0,3,1,0,0,8,28,32,0,0,0,525,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,14.5mm PTRD ATR,2,0,2,2,0,37,1,28,52,40,44,0,665,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,.30cal M1917 AA,4,0,3,1,0,0,7,48,100,0,0,0,525,0,0,0,0,0,0,0
140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
