rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,74,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Rifle Platoon,74,1,0,0,0,0,0,0,0,0,0,30,45,3,1,117,1,141,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0
3,Engineer Plt,74,1,0,0,0,0,0,0,0,0,0,39,45,3,1,132,1,130,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Engineer Sec,74,1,0,0,0,0,0,0,0,0,0,39,49,3,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Lt Tank Section,74,8,1,0,0,0,0,0,0,0,0,39,49,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Lt Tank Platoon,74,8,1,0,0,0,0,0,0,0,0,39,49,1,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
7,Tank Platoon,74,4,0,0,0,0,0,0,0,0,0,42,49,1,1,3,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0
8,Tank Section,74,4,0,0,0,0,0,0,0,0,0,42,49,1,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tigris Section,74,8,0,0,0,0,0,0,0,0,0,44,45,1,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Armored Car Plt,74,6,1,0,0,0,0,0,0,0,0,39,49,1,1,12,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Armored Car Sec,74,6,1,0,0,0,0,0,0,0,0,39,49,1,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Assault Gun Plt,74,7,0,0,0,0,0,0,0,0,0,44,49,1,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Assault Gun Sec,74,7,0,0,0,0,0,0,0,0,0,44,49,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Nimrod TD Plt,74,3,0,0,0,0,0,0,0,0,0,42,49,1,1,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
15,Nimrod SPAA Plt,74,4,0,0,0,0,0,0,0,0,0,44,49,2,1,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Truck Section,74,1,20,0,0,0,0,0,0,0,0,32,49,4,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Truck Platoon,74,1,20,0,0,0,0,0,0,0,0,33,49,4,1,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Nimrod TD Sec,74,3,0,0,0,0,0,0,0,0,0,42,49,1,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,AT Gun Platoon,74,1,0,0,0,0,0,0,0,0,0,39,49,2,1,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
20,FlaK Section,74,1,0,0,0,0,0,0,0,0,0,39,49,2,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Mortar Section,74,1,2,0,0,0,0,0,0,0,0,33,49,2,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Rifle Platoon,74,1,0,0,0,0,0,0,0,0,0,46,49,3,1,116,1,120,1,142,1,142,1,142,1,0,0,0,0,0,0,0,0,0,0
23,Inf AT Section,74,1,0,0,0,0,0,0,0,0,0,39,49,3,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Sniper,74,1,11,0,0,0,0,0,0,0,0,33,49,3,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Strike Element,74,7,0,0,0,0,0,0,0,0,0,41,49,4,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Truck,74,1,20,0,0,0,0,0,0,0,0,32,49,4,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
