rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,C.V.33,95,60,2,2,0,0,4,0,0,0,0,0,60,0,0,0,25,13,13,13,17,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,8,30,8,8,90,33,36,22,72,7888,0,4,0,0,9,0,2,0,2,2,224,590,0,0,0,7,0,0,0,0,7888,0,0,0
2,L6/40,12,60,2,2,8,225,0,0,60,0,60,0,0,0,0,0,26,34,15,15,37,30,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,16,10,14,91,41,45,40,72,277,0,4,0,0,8,0,2,0,4,2,226,585,0,0,0,4,0,0,0,0,277,0,0,0
3,M 11/39,63,60,3,3,224,0,0,14,90,0,0,0,0,0,44,70,20,30,25,25,54,25,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,15,16,22,22,10,39,41,58,72,465,0,4,0,0,6,0,2,0,6,2,226,586,0,0,0,1,0,0,0,0,465,0,0,0
4,M 13/40,13,60,3,4,18,209,225,222,47,40,60,0,90,0,60,0,21,30,25,25,54,25,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,15,16,22,22,92,40,41,62,72,466,0,4,0,0,6,0,2,0,6,2,226,587,0,0,0,11,0,0,0,0,466,0,0,0
5,Fiat 18BL ,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,36,15,72,288,0,0,0,0,9,0,0,0,112,4,228,284,0,0,0,1,0,0,0,0,288,0,0,0
6,Ammo Crates,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,35,72,1000,0,0,0,0,0,0,0,0,0,0,105,645,0,0,0,1,0,0,0,0,1000,0,0,0
7,SMV L40 47/32,60,60,2,3,19,209,0,0,20,50,60,0,0,0,0,0,26,34,15,15,37,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,16,10,14,92,42,44,52,72,480,0,4,0,0,4,0,2,0,8,2,226,114,0,0,0,7,0,0,0,0,282,0,0,0
8,M Tank+,13,50,3,4,18,209,225,222,37,50,60,0,90,0,60,0,21,40,30,25,54,25,25,14,13,13,13,17,13,13,5,0,0,0,0,0,0,0,30,7,15,16,22,22,92,41,43,68,72,7862,0,4,0,8,6,0,2,0,6,2,226,587,0,0,0,4,0,0,0,0,7862,0,0,0
9,SMV M43 105/25,18,50,3,3,68,209,0,0,41,0,60,0,0,0,0,0,24,70,45,25,70,20,25,15,34,15,15,37,30,30,6,0,0,0,0,0,0,0,15,15,11,15,0,15,91,43,45,58,72,284,0,4,0,8,4,0,2,0,8,2,228,593,0,0,0,9,0,0,0,0,284,0,0,0
10,SMV M41 90/53,19,60,4,5,66,0,0,0,0,15,0,0,0,0,0,0,20,30,25,25,58,0,0,0,30,25,25,54,25,25,14,0,0,0,0,0,0,0,13,7,14,10,0,0,51,43,46,78,72,285,0,4,0,0,5,0,6,0,0,4,228,594,0,0,0,7,0,0,0,0,285,0,0,0
