id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,86,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,86,Truck Platoon,0,average,1,platoon,4,miscellaneous,1930,1,1948,227,1,227,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
3,86,Truck Section,0,average,1,platoon,4,miscellaneous,1930,1,1948,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,86,Infantry Plt,0,average,1,platoon,3,infantry,1930,1,1940,2,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
5,86,Resistance Sec,3,elite,1,platoon,3,infantry,1940,7,1945,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,86,Ski Platoon,3,elite,1,platoon,3,infantry,1930,1,1948,87,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
7,86,Ski Section,3,elite,1,platoon,3,infantry,1930,1,1948,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,86,Pioneer Sec,3,elite,1,platoon,3,infantry,1930,1,1940,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,86,Airfld AA Guns,0,average,2,company,2,artillery,1935,1,1940,24,1,1084,1,1084,1,1031,1,1031,1,0,0,0,0,0,0,0,0,0,0
11,86,75mm FG Btry,0,average,2,company,2,artillery,1930,1,1940,2,1,1062,1,1062,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
12,86,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1935,1,1948,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,86,SS Nord MG Sec,3,elite,1,platoon,3,infantry,1941,1,1945,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,86,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1948,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,86,75mm MH Btry,0,average,2,company,2,artillery,1930,1,1940,2,1,1069,1,1069,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
16,86,Ski Snipers,4,elite recon,1,platoon,3,infantry,1940,11,1948,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,86,Ammo Dump,0,average,1,platoon,4,miscellaneous,1930,1,1948,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,86,Infantry Co,1,recon,2,company,3,infantry,1930,1,1940,29,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
19,86,Resistance Plt,0,average,1,platoon,3,infantry,1940,7,1945,10,1,10,1,10,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
20,86,Ski Company,4,elite recon,2,company,3,infantry,1930,1,1948,88,1,1016,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0
21,86,Rest. Pioneers,3,elite,1,platoon,3,infantry,1940,12,1945,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,86,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1940,176,1,175,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,86,Mortar Platoon,2,dedicated artillery,1,platoon,2,artillery,1935,1,1948,2,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,86,HMG Platoon,0,average,1,platoon,3,infantry,1930,1,1948,2,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
25,86,Demolition Sec,3,elite,1,platoon,3,infantry,1946,1,1948,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,86,Howitzer Btry,0,average,1,platoon,2,artillery,1930,1,1940,156,1,156,1,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,86,Dragoon Trp (b),0,average,1,platoon,3,infantry,1930,1,1940,229,1,238,1,238,1,238,1,0,0,0,0,0,0,0,0,0,0,0,0
28,86,Dragoon Sqd (b),1,recon,2,company,3,infantry,1930,1,1940,229,1,1027,1,1027,1,1027,1,0,0,0,0,0,0,0,0,0,0,0,0
29,86,Destroyer,0,average,3,naval,2,artillery,1930,1,1949,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,86,Strike Element,0,average,1,platoon,4,miscellaneous,1937,1,1940,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,86,Light AAMG Sec,0,average,1,platoon,2,artillery,1930,1,1940,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,86,Rifle Platoon-,0,average,1,platoon,3,infantry,1930,1,1940,2,1,8,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,86,Rifle Company-,1,recon,2,company,3,infantry,1930,1,1940,29,1,1032,1,1032,1,1032,1,1032,1,0,0,0,0,0,0,0,0,0,0
34,86,Rifle Platoon,0,average,1,platoon,3,infantry,1945,6,1948,2,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
35,86,Rifle Company,1,recon,2,company,3,infantry,1945,6,1948,29,1,1034,1,1034,1,1034,1,0,0,0,0,0,0,0,0,0,0,0,0
36,86,MG Company,0,average,2,company,3,infantry,1930,1,1940,29,1,1024,1,1024,1,1024,1,1049,1,1049,1,1049,1,0,0,0,0,0,0
37,86,Rifle Btln HQ,1,recon,2,company,3,infantry,1930,1,1940,29,1,30,1,1160,1,1023,1,1049,1,0,0,0,0,0,0,0,0,0,0
38,86,Howitzer Btry,0,average,1,platoon,2,artillery,1945,5,1948,159,1,159,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,86,Field Howitzer,0,average,1,platoon,2,artillery,1945,5,1948,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,86,Field Howitzer,0,average,1,platoon,2,artillery,1930,1,1940,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
