rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,Renault FT-17M,12,60,2,2,241,0,0,0,120,0,0,0,0,0,0,0,8,16,12,10,22,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,20,12,10,14,10,30,40,17,87,7626,0,4,0,0,5,0,2,0,6,1,226,615,0,0,0,1,0,0,0,0,7626,0,0,0
2,Renault R35,12,70,2,2,217,212,0,0,40,30,60,0,0,0,0,0,14,32,40,40,45,40,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,40,15,30,30,11,40,41,51,87,227,0,4,0,0,5,0,2,0,5,2,226,616,0,0,0,4,0,0,0,0,227,0,0,0
3,Captured C.V.33,93,60,2,2,0,0,7,0,0,0,0,0,60,0,0,0,25,13,13,13,17,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,8,30,8,8,12,42,44,22,87,7888,0,4,0,0,9,0,2,0,2,2,224,590,0,0,0,1,0,0,0,0,7888,0,0,0
4,Captured L6/40,93,60,2,2,227,225,0,0,60,0,60,0,0,0,0,0,26,34,15,15,37,30,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,16,10,14,12,43,44,30,87,277,0,4,0,0,8,0,2,0,5,2,226,585,0,0,0,10,0,0,0,0,277,0,0,0
5,T-34/85,13,50,4,5,185,171,0,129,20,25,60,0,0,0,60,0,33,47,60,45,90,75,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,47,30,30,10,81,44,49,155,87,85,0,4,0,0,5,0,5,0,8,4,230,463,0,0,1,11,0,0,0,0,85,0,0,0
6,SU-76,39,50,3,4,207,0,0,0,24,24,0,0,0,0,0,0,27,35,15,10,25,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,25,0,0,31,45,49,59,87,86,0,4,0,0,4,0,3,0,4,2,226,455,0,0,0,1,0,0,0,0,86,0,0,0
7,SU-85,60,50,3,4,208,0,0,0,16,32,0,0,0,0,0,0,33,45,45,45,45,45,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,48,55,20,0,31,45,49,133,87,87,0,4,0,0,5,0,5,0,8,3,226,456,0,0,0,1,0,0,0,0,87,0,0,0
8,Autoblinda AB41,88,50,2,4,227,225,0,127,60,0,60,0,0,0,60,0,48,15,9,15,26,9,9,6,16,12,10,22,12,12,8,0,0,0,0,0,0,0,45,22,32,16,20,16,11,42,44,30,87,286,0,4,0,0,8,0,2,0,0,4,226,266,0,0,0,7,0,0,0,0,286,0,0,0
9,SdKfz 222,88,0,2,3,209,155,0,0,64,0,60,0,0,0,0,0,48,8,8,6,10,8,8,0,32,40,40,45,40,40,13,0,0,0,0,0,0,0,36,35,31,15,35,35,11,44,44,32,87,138,0,4,0,0,8,0,2,0,0,2,226,621,0,0,0,1,0,0,0,0,138,0,0,0
10,BA-64,88,50,2,2,172,0,0,0,60,0,0,0,0,0,0,0,48,15,9,11,10,10,10,0,13,13,13,17,13,13,5,0,0,0,0,0,0,0,38,30,30,30,30,30,21,45,49,18,87,8140,0,2,0,0,6,0,2,0,4,2,226,473,0,0,0,1,0,0,0,0,8140,0,0,0
11,Citroen 23R,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,34,15,15,37,30,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,42,13,87,7675,0,0,0,0,9,0,0,0,112,4,228,968,0,0,0,1,0,0,0,0,7675,0,0,0
12,CL39 Lt Truck,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,47,60,45,90,75,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,49,20,87,287,0,0,0,0,9,0,0,0,117,4,226,597,0,0,0,1,0,0,0,0,287,0,0,0
13,Opel Blitz,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,35,15,10,25,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,44,17,87,46,0,0,0,0,9,0,0,0,116,4,228,398,0,0,0,1,0,0,0,0,46,0,0,0
