rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,82,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cav Track Plt,82,1,1,0,0,0,0,0,0,0,0,42,49,5,1,79,1,79,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0
3,Armored Car Sec,82,4,1,0,0,0,0,0,0,0,0,43,49,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Armored Car Plt,82,4,1,0,0,0,0,0,0,0,0,43,49,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,Armored Car Co,82,4,1,0,0,0,0,0,0,0,0,43,49,1,2,1,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
6,Lt Tank Section,82,1,1,0,0,0,0,0,0,0,0,30,49,1,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Lt Tank Platoon,82,1,1,0,0,0,0,0,0,0,0,30,49,1,1,11,1,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0
8,<AI AFV 30-49>>,82,1,1,0,0,0,0,0,0,0,0,30,49,5,2,11,1,1007,1,1011,1,1015,1,1018,1,1018,1,0,0,0,0,0,0,0,0
9,Tank Platoon+,82,8,0,0,0,0,0,0,0,0,0,44,49,1,1,26,1,28,1,28,1,28,1,28,1,47,1,0,0,0,0,0,0,0,0
10,Tank Section,82,12,0,0,0,0,0,0,0,0,0,40,49,1,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Tank Platoon,82,12,0,0,0,0,0,0,0,0,0,40,49,1,1,16,1,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0
12,Tank Company,82,12,1,0,0,0,0,0,0,0,0,40,43,1,2,16,1,16,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0
13,Lt Support Sec,82,1,0,0,0,0,0,0,0,0,0,44,45,1,1,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Lt Support Plt,82,1,0,0,0,0,0,0,0,0,0,44,45,1,1,46,1,46,1,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0
15,CS Tank Section,82,1,0,0,0,0,0,0,0,0,0,44,49,1,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CS Tank Platoon,82,1,0,0,0,0,0,0,0,0,0,44,45,1,1,47,1,47,1,47,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0
17,TD Section,82,7,0,0,0,0,0,0,0,0,0,41,49,1,1,38,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,TD Platoon,82,7,0,0,0,0,0,0,0,0,0,41,49,1,1,38,1,38,1,38,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0
19,TD Company,82,1,1,0,0,0,0,0,0,0,0,43,49,1,2,41,1,1003,1,1018,1,1018,1,1018,1,1120,1,0,0,0,0,0,0,0,0
20,Abrn Mortar Sqd,82,6,12,0,0,0,0,0,0,0,0,42,49,2,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Cav Recon Sec,82,1,1,0,0,0,0,0,0,0,0,41,41,1,1,70,1,71,1,163,1,163,1,163,1,56,1,56,1,56,1,0,0,0,0
22,Cav Recon Sec,82,1,11,0,0,0,0,0,0,0,0,42,49,1,1,1,1,2,1,163,1,163,1,163,1,56,1,56,1,56,1,0,0,0,0
23,Towed ATG Sec,82,5,0,0,0,0,0,0,0,0,0,41,49,5,1,114,1,114,1,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0
24,Cav Recon Troop,82,1,1,0,0,0,0,0,0,0,0,41,41,1,2,71,1,1021,1,1021,1,1021,1,1017,1,0,0,0,0,0,0,0,0,0,0
25,Cav Recon Troop,82,1,11,0,0,0,0,0,0,0,0,42,49,1,2,163,1,78,1,1022,1,1022,1,1022,1,1017,1,1159,1,0,0,0,0,0,0
26,Combat Team,82,9,1,0,0,0,0,0,0,0,0,42,42,1,2,24,1,1022,1,1011,1,1011,1,1095,1,1090,1,1017,1,1117,1,0,0,0,0
27,Combat Team,82,1,1,0,0,0,0,0,0,0,0,43,49,1,2,22,1,1022,1,1011,1,1011,1,1098,1,1090,1,1017,1,1117,1,0,0,0,0
28,Task Force,82,1,1,0,0,0,0,0,0,0,0,43,49,1,2,22,1,1168,1,1011,1,1011,1,1011,1,1098,1,1098,1,1018,1,1090,1,1118,1
29,Weapons Platoon,82,1,2,0,0,0,0,0,0,0,0,40,49,2,1,239,1,166,1,166,1,109,1,109,1,109,1,0,0,0,0,0,0,0,0
30,Armored Cav Co,82,1,11,0,0,0,0,0,0,0,0,44,49,1,2,1,1,3,1,1004,1,1004,1,1098,1,1018,1,0,0,0,0,0,0,0,0
31,<AI ASSAULT-1>>,82,1,0,0,0,0,0,0,0,0,0,30,49,5,2,147,1,1166,1,1043,1,1166,1,1015,1,31,1,1044,1,0,0,0,0,0,0
32,Mine Tank Plt,82,6,0,0,0,0,0,0,0,0,0,44,49,1,1,33,1,33,1,33,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0
33,Lt Tank Company,82,1,1,0,0,0,0,0,0,0,0,30,49,1,2,11,1,11,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0,0,0
34,<AI ASSAULT-2>>,82,3,11,0,0,0,0,0,0,0,0,30,49,5,2,147,1,1166,1,1043,1,1166,1,33,1,1131,1,0,0,0,0,0,0,0,0
35,Eng Tank Plt,82,10,0,0,0,0,0,0,0,0,0,43,49,1,1,31,1,31,1,31,1,31,1,31,1,0,0,0,0,0,0,0,0,0,0
36,HMG Squad,82,1,0,0,0,0,0,0,0,0,0,30,49,3,1,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Flame Tank Sec,82,6,0,0,0,0,0,0,0,0,0,44,49,1,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Flame Tank Plt,82,6,0,0,0,0,0,0,0,0,0,44,49,1,1,30,1,30,1,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0
39,Tank Company,82,1,1,0,0,0,0,0,0,0,0,44,49,1,2,18,1,18,1,1015,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0
40,Amphib Tank Sec,82,6,0,0,0,0,0,0,0,0,0,44,44,1,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Amphib Tank Plt,82,6,0,0,0,0,0,0,0,0,0,44,44,1,1,32,1,32,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0
42,Eng Tank Sec,82,10,0,0,0,0,0,0,0,0,0,43,49,1,1,31,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Mine Tank Sec,82,6,0,0,0,0,0,0,0,0,0,44,49,1,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Strike Aircraft,82,12,0,0,0,0,0,0,0,0,0,33,49,4,1,183,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,<AI AIRCFT-44*>,82,6,0,0,0,0,0,0,0,0,0,44,49,5,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,<AI AIRCFT-43*>,82,8,0,0,0,0,0,0,0,0,0,43,49,5,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Mountain Inf Co,82,7,11,0,0,0,0,0,0,0,0,43,44,3,2,130,1,1055,1,1055,1,1055,1,1060,1,0,0,0,0,0,0,0,0,0,0
48,Utility Vehicle,82,6,0,0,0,0,0,0,0,0,0,41,49,4,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Utility Veh Sec,82,6,0,0,0,0,0,0,0,0,0,41,49,4,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Utility Veh Plt,82,6,0,0,0,0,0,0,0,0,0,41,49,4,1,55,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
