rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,M8 Greyhound,11,0,2,4,249,140,177,0,32,70,60,0,60,0,0,0,52,17,10,10,26,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,12,0,20,5,91,43,49,74,82,398,0,4,10,0,7,0,2,0,4,1,226,554,0,0,0,4,0,0,0,0,398,0,0,0
2,M20 Scout,11,0,2,2,140,0,0,0,90,0,0,0,0,0,0,0,54,17,10,10,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,12,42,18,12,90,43,49,24,82,399,0,1,0,0,9,0,1,0,4,1,226,548,0,0,0,4,0,0,0,0,399,0,0,0
3,M20 Scout+,11,0,2,4,140,184,0,0,90,0,0,8,0,0,0,0,54,17,10,10,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,12,42,18,12,91,44,49,32,82,399,0,1,0,0,9,0,1,0,2,1,226,548,0,0,0,7,0,0,0,0,399,0,0,0
4,M5 13tn Tractor,97,0,3,2,140,0,0,0,60,0,0,0,0,0,0,0,32,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,92,42,49,22,82,845,0,1,0,0,9,0,1,0,210,4,220,947,0,0,0,10,0,0,0,0,845,0,0,0
5,M1917,12,0,2,2,211,0,0,0,120,0,0,0,0,0,0,0,6,11,6,6,15,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,22,22,11,30,40,16,82,7626,0,4,0,0,9,0,2,0,0,2,226,626,0,0,0,1,0,0,0,0,7626,0,0,0
6,M1917A1,12,0,2,2,12,0,0,0,50,50,0,0,0,0,0,0,8,11,6,6,15,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,22,22,11,30,39,19,82,230,0,4,0,0,6,0,2,0,0,2,226,626,0,0,0,1,0,0,0,0,230,0,0,0
7,M1 Combat Car,12,60,2,4,207,139,177,131,90,0,60,0,60,0,60,0,42,16,8,8,18,16,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,22,5,0,0,92,35,40,48,82,8217,0,4,0,0,9,0,2,0,0,1,226,944,0,0,0,1,0,0,0,0,8217,0,0,0
8,M2A2 "Mae West",12,0,2,4,207,177,0,131,90,0,60,0,0,0,60,0,42,32,16,16,35,26,16,10,17,10,10,26,19,19,0,0,0,0,0,0,0,0,48,16,16,22,15,10,92,35,41,56,82,8219,0,4,0,0,9,0,2,0,0,2,226,960,0,0,0,1,0,0,0,0,443,0,0,0
9,M2A4,12,0,2,4,16,139,177,131,30,73,60,0,60,0,60,0,24,32,16,16,48,26,16,10,17,10,10,19,10,10,0,0,0,0,0,0,0,0,48,16,15,22,15,10,91,40,41,61,82,443,0,4,0,0,6,0,2,0,4,2,226,540,0,0,0,5,0,0,0,0,443,0,0,0
10,M3 Stuart,12,50,2,4,14,139,177,131,33,70,60,0,60,0,60,0,34,44,25,25,56,25,25,13,17,10,10,19,10,10,0,0,0,0,0,0,0,0,33,0,16,10,0,0,90,41,43,65,82,380,0,4,0,0,6,0,2,0,6,2,226,504,0,0,0,6,0,0,0,0,380,0,0,0
11,M3A1 Stuart,12,50,2,4,249,139,177,131,33,70,60,0,60,0,60,0,34,44,25,25,56,25,25,13,7,7,7,0,0,0,0,0,0,0,0,0,0,0,33,0,16,10,0,0,90,42,43,75,82,379,0,4,0,0,6,4,2,0,6,2,226,540,0,0,0,6,0,0,0,0,379,0,0,0
12,M5A1 Stuart,12,0,2,4,249,139,177,131,44,83,60,0,60,0,60,0,32,63,28,28,67,32,32,13,11,6,6,15,7,7,4,0,0,0,0,0,0,0,24,0,17,10,0,0,91,43,44,90,82,381,0,4,20,0,6,4,2,0,6,2,226,541,0,0,0,1,0,0,0,0,381,0,0,0
13,M24 Chaffee,12,0,3,5,75,140,177,131,24,24,60,0,60,0,60,0,32,25,22,19,42,25,25,15,11,6,6,15,7,7,4,0,0,0,0,0,0,0,54,12,32,23,23,0,91,44,49,110,82,382,0,4,0,0,8,4,3,0,6,2,228,537,0,0,0,11,0,0,0,0,382,0,0,0
14,M4 18tn Tractor,97,0,3,2,140,0,0,0,60,0,0,0,0,0,0,0,34,7,7,7,7,7,7,7,16,8,8,18,16,8,6,0,0,0,0,0,0,0,5,0,0,5,0,0,92,44,49,40,82,844,0,4,0,0,9,0,2,0,212,4,228,867,0,0,0,2,0,0,0,0,844,0,0,0
15,M3A1 Lee,13,50,4,6,249,177,195,45,88,90,60,0,60,0,25,25,22,51,38,38,57,57,57,18,32,16,16,35,26,16,10,0,0,0,0,0,0,0,35,0,17,47,15,15,91,42,43,120,82,383,0,4,0,0,7,0,2,0,6,3,230,538,0,0,1,1,0,0,0,0,383,0,0,0
16,M2 Medium,13,0,3,6,16,139,177,131,58,90,60,0,60,0,60,0,26,32,25,25,55,25,25,10,32,16,16,48,26,16,10,0,0,0,0,0,0,0,35,5,10,0,15,15,22,40,41,62,82,349,0,4,0,0,6,0,2,0,4,3,228,390,0,0,0,12,0,0,0,0,349,0,0,0
17,M3 Lee,13,60,4,6,14,177,177,42,88,90,60,0,60,0,25,25,22,51,38,38,57,57,57,18,44,25,25,56,25,25,13,0,0,0,0,0,0,0,35,0,17,47,15,15,91,41,43,115,82,383,0,4,0,0,7,0,2,0,6,3,230,538,0,0,1,8,0,0,0,0,383,0,0,0
18,M4 Sherman,13,70,4,5,45,140,177,131,40,50,60,0,60,0,60,0,22,51,38,38,95,51,51,18,44,25,25,56,25,25,13,0,0,0,0,0,0,0,56,0,5,28,15,8,90,42,45,115,82,8215,0,4,0,0,5,4,2,0,8,2,230,887,0,0,1,9,0,0,0,0,8215,0,0,0
19,M4A1 Sherman,13,50,4,5,45,140,177,131,40,50,60,0,60,0,60,0,22,51,38,38,95,51,51,22,63,28,28,67,32,32,13,0,0,0,0,0,0,0,51,0,5,28,12,8,90,42,45,114,82,8214,0,4,0,0,5,4,2,0,8,2,230,178,0,0,1,4,0,0,0,0,8214,0,0,0
20,M4A1 (76) W,13,70,4,5,61,140,177,131,25,38,60,0,60,0,60,0,22,72,38,38,103,64,64,22,25,22,19,42,25,25,15,0,0,0,0,0,0,0,54,0,15,38,12,8,91,44,45,189,82,386,0,4,6,0,5,4,5,0,8,4,230,532,0,0,1,3,0,0,0,0,386,0,0,0
21,M26 Pershing,65,70,4,5,65,140,177,131,25,42,60,0,60,0,60,0,24,89,63,51,113,76,76,24,7,7,7,7,7,7,7,0,0,0,0,0,0,0,49,0,10,30,0,0,90,45,49,228,82,388,0,4,6,0,5,4,6,0,8,5,230,533,0,0,1,2,0,0,0,0,388,0,0,0
22,M4A1 (76) W,65,70,4,5,61,140,177,131,25,38,60,0,60,0,60,0,22,72,38,38,103,64,64,22,51,38,38,57,57,57,18,0,0,0,0,0,0,0,54,0,15,38,12,8,90,44,45,189,82,386,0,4,6,0,5,4,5,0,8,4,230,532,0,0,1,3,0,0,0,0,386,0,0,0
23,M4A3 Sherman,13,50,4,5,45,140,177,131,37,60,60,0,60,0,60,0,26,51,38,38,97,51,51,21,32,25,25,55,25,25,10,0,0,0,0,0,0,0,56,0,22,28,12,8,90,42,45,130,82,384,0,4,0,0,5,4,3,0,8,3,230,479,0,0,1,8,0,0,0,0,384,0,0,0
24,M4A3 (75) W,13,0,4,5,45,140,177,131,42,55,60,0,60,0,60,0,26,64,38,38,103,64,64,21,51,38,38,57,57,57,18,0,0,0,0,0,0,0,42,0,11,38,12,8,90,44,49,139,82,384,0,4,0,0,5,4,3,0,8,4,230,479,0,0,1,4,0,0,0,0,384,0,0,0
25,M4A3 (76) W,13,0,4,5,59,140,177,131,25,38,60,0,60,0,60,0,26,64,51,51,103,64,64,21,51,38,38,95,51,51,18,0,0,0,0,0,0,0,42,0,11,38,12,8,90,44,49,189,82,8243,0,4,6,0,5,4,5,0,8,4,230,478,0,0,1,5,0,0,0,0,8243,0,0,0
26,M4A3E2 Jumbo,65,70,4,5,45,140,177,131,60,37,60,0,60,0,60,0,20,115,77,38,185,153,153,23,51,38,38,95,51,51,22,0,0,0,0,0,0,0,56,0,22,28,12,8,90,44,45,178,82,385,0,4,0,0,5,4,3,0,10,4,230,553,0,0,1,8,0,0,0,0,385,0,0,0
