id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,84,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,84,Tankette,0,average,1,platoon,1,armor,1936,8,1949,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,84,Lt Cav Sqdn,4,elite recon,2,company,3,infantry,1930,1,1944,51,1,1030,1,1030,1,1030,1,0,0,0,0,0,0,0,0,0,0,0,0
4,84,Rifle Company,1,recon,2,company,3,infantry,1935,1,1949,125,1,1032,1,1032,1,1032,1,1056,1,0,0,0,0,0,0,0,0,0,0
5,84,Rifle Company+,1,recon,2,company,3,infantry,1930,1,1942,124,1,1033,1,1033,1,1033,1,1033,1,0,0,0,0,0,0,0,0,0,0
6,84,Rifle Company-,1,recon,2,company,3,infantry,1930,1,1942,124,1,1033,1,1033,1,1033,1,0,0,0,0,0,0,0,0,0,0,0,0
7,84,Motor Rifle Co,1,recon,2,company,3,infantry,1939,1,1949,124,1,99,1,1031,1,1031,1,1031,1,1025,1,1056,1,1021,1,0,0,0,0
8,84,Tank Section,0,average,1,platoon,1,armor,1944,2,1949,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,84,Tank Platoon,0,average,1,platoon,1,armor,1944,2,1949,94,1,94,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0
10,84,Tankette Plt,0,average,1,platoon,1,armor,1936,8,1949,93,1,93,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,84,Lt Tank Platoon,0,average,1,platoon,1,armor,1936,1,1943,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,84,Stuart Platoon,0,average,1,platoon,1,armor,1943,10,1949,4,1,4,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0
13,84,Stuart Company,1,recon,2,company,1,armor,1944,2,1949,4,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
14,84,Stuart Section,0,average,1,platoon,1,armor,1943,10,1949,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,84,SPAA Section,0,average,1,platoon,2,artillery,1946,1,1949,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
