id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,15,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,Arm'd Car Sec,1,recon,1,platoon,1,armor,1933,1,1944,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,Arm'd Car Plt,1,recon,1,platoon,1,armor,1933,1,1944,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,15,Recon Tank Sec,1,recon,1,platoon,1,armor,1933,1,1948,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,Recon Tank Plt,1,recon,1,platoon,1,armor,1933,1,1943,4,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
8,15,Lt Tank Section,1,recon,1,platoon,1,armor,1935,1,1948,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Lt Tank Platoon,1,recon,1,platoon,1,armor,1935,1,1948,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Lt Tank Company,1,recon,2,company,1,armor,1935,1,1948,13,1,1009,1,1009,1,1009,1,1009,1,0,0,0,0,0,0,0,0,0,0
11,15,FT Tank Section,0,average,1,platoon,1,armor,1930,1,1936,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,FT Tank Platoon,0,average,1,platoon,1,armor,1930,1,1936,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
13,15,Tank Platoon 5,0,average,1,platoon,5,*AI*,1941,6,1943,14,1,14,1,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0
14,15,Tank Company ,1,recon,2,company,5,*AI*,1942,1,1943,14,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
