id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,72,C.V.33,265,scout tank,8,recon,0,default,1933,7,1936,0,2,2,2,22,25,90,0,4,2,n/a,0,9,2,224,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,17,13,13,5,60,30,5,8,30,8,8,0,7888,7888,590,0,0
2,72,L6/40,132,light tank,2,armor,0,default,1941,4,1945,0,2,2,2,40,26,91,0,4,2,n/a,0,8,4,226,0,0,8,60,0,0,0,225,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,15,37,30,30,6,60,22,5,0,16,10,14,0,277,277,585,0,0
3,72,M 11/39,140,infantry tank,2,armor,0,default,1939,1,1941,0,3,3,2,58,20,10,0,4,2,n/a,0,6,6,226,0,0,224,90,0,0,0,0,0,0,0,0,0,14,44,70,0,0,0,0,0,0,0,0,30,25,25,54,25,25,14,60,30,7,15,16,22,22,0,465,465,586,0,0
4,72,M 13/40,130,main battle tank,2,armor,0,default,1940,11,1941,0,3,4,2,62,21,92,0,4,2,n/a,0,6,6,226,0,0,18,47,40,0,0,209,60,0,225,90,0,222,60,0,0,0,0,0,0,0,0,0,30,25,25,54,25,25,14,60,30,7,15,16,22,22,0,466,466,587,0,0
5,72,Fiat 18BL ,296,medium truck,10,transport,0,default,1930,1,1936,0,3,2,4,15,25,10,0,0,0,n/a,0,9,112,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,284,0,0
6,72,Ammo Crates,338,ammo carrier,14,other,0,default,1930,1,1949,0,0,1,0,35,0,0,0,0,0,n/a,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,645,0,0
7,72,SMV L40 47/32,217,tank destroyer,5,anti-tank,0,default,1942,7,1944,0,2,3,2,52,26,92,0,4,2,n/a,0,4,8,226,0,0,19,20,50,0,0,209,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,15,37,30,30,0,60,22,5,0,16,10,14,0,480,282,114,0,0
8,72,M Tank+,130,main battle tank,2,armor,0,default,1941,4,1943,0,3,4,2,68,21,92,0,4,2,n/a,0,6,6,226,0,0,18,37,50,8,0,209,60,0,225,90,0,222,60,0,0,0,0,0,0,0,0,0,40,30,25,54,25,25,14,50,30,7,15,16,22,22,0,7862,7862,587,0,0
9,72,SMV M43 105/25,143,assault gun,2,armor,0,default,1943,9,1945,0,3,3,2,58,24,91,0,4,2,n/a,0,4,8,228,0,0,68,41,0,8,0,209,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,45,25,70,20,25,15,50,15,15,11,15,0,15,0,284,284,593,0,0
10,72,SMV M41 90/53,215,SP AT gun,5,anti-tank,0,default,1943,7,1946,0,4,5,4,78,20,51,0,4,6,n/a,0,5,0,228,0,0,66,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,25,58,0,0,0,60,13,7,14,10,0,0,0,285,285,594,0,0
11,72,Autoblinda AB41,284,armored car,8,recon,0,default,1941,3,1944,0,2,4,4,39,48,90,0,4,2,n/a,0,8,0,226,0,0,8,60,0,0,0,225,60,0,0,0,0,127,60,0,0,0,0,0,0,0,0,0,15,9,15,26,9,9,6,50,45,22,32,16,20,16,0,7223,7223,266,0,0
12,72,Ceirano 50 CM,297,heavy truck,10,transport,0,default,1930,1,1939,0,3,2,5,27,30,10,0,0,0,n/a,0,9,223,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,410,1029,0,0
13,72,Fiat-Spa AS37,296,medium truck,10,transport,0,default,1939,1,1946,0,3,2,4,11,34,10,0,0,0,n/a,0,9,14,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7872,7872,92,0,0
