rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,M8 Greyhound,11,0,2,4,18,140,177,0,32,70,60,0,60,0,0,0,52,17,10,10,26,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,12,0,20,5,92,45,49,73,16,398,0,4,10,0,7,0,2,0,4,1,226,0,0,0,0,0,9,0,0,0,0,0,0,0,0
3,M3 Scout Car,59,50,3,4,140,139,139,0,60,0,60,0,60,0,0,0,42,12,7,7,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,52,39,49,23,16,1611,0,1,0,0,9,0,1,0,4,3,226,0,0,0,0,0,9,0,0,0,0,0,0,0,0
4,M4A3 (75) W,13,0,4,5,45,140,177,131,42,55,60,0,60,0,60,0,26,64,38,38,103,64,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,38,12,8,90,45,49,139,16,384,0,4,0,0,6,4,3,0,8,4,230,42,0,0,0,1,12,0,0,0,142,0,0,0,0
5,M4A3 Sherman,13,50,4,5,45,140,177,131,37,60,60,0,60,0,60,0,26,51,38,38,97,51,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,22,28,12,8,90,45,46,131,16,384,0,4,0,0,5,4,3,0,8,3,230,2,0,0,0,1,11,0,0,0,1,0,0,0,0
6,M4A3 (76) W,13,0,4,5,59,140,177,131,25,38,60,0,60,0,60,0,26,64,51,51,103,64,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,38,12,8,90,46,49,190,16,8243,0,4,6,0,5,4,5,0,8,4,230,39,0,0,0,1,2,0,0,0,75,0,0,0,0
7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0
8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1,0,0,0,128,0,0,0,0
9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,26,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10,M4A1 Dozer,37,50,4,5,2,140,177,131,47,50,60,0,60,0,60,0,22,51,38,38,95,51,51,18,12,7,7,13,7,7,0,0,0,0,0,0,0,0,51,0,5,28,12,8,90,45,46,116,16,394,0,4,0,0,5,4,2,0,8,3,230,223,153,0,0,1,11,0,0,0,128,94,0,0,0
