id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,90,SP ENH FR v1.1,4,elite recon,5,force HQ,6,force HQ,1930,1,1949,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,<AI-COMB ARMS>,0,average,2,company,5,*AI*,1930,1,1949,12,0,0,1021,1,1130,1,1010,1,1094,1,1137,1,1018,1,1147,1,1062,1,0,0,0,0
3,90,Sentinel Sec,0,average,1,platoon,1,armor,1942,8,1943,12,0,0,101,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,90,Sentinel Troop,0,average,1,platoon,1,armor,1942,8,1943,12,0,0,101,1,101,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,90,Inf Tank Troop,0,average,1,platoon,1,armor,1941,1,1949,12,0,0,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,90,NZ Tank Troop,0,average,1,platoon,1,armor,1942,10,1944,12,0,0,223,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,90,Captured Tanks,0,average,1,platoon,1,armor,1940,12,1941,12,0,0,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,90,Engineer Co,0,average,2,company,3,infantry,1930,1,1949,12,0,0,225,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0,0,0,0,0
9,90,Amphib Tank Trp,0,average,1,platoon,1,armor,1944,1,1949,12,0,0,154,1,154,1,154,1,154,1,0,0,0,0,0,0,0,0,0,0,0,0
10,90,Rifle Platoon,0,average,1,platoon,3,infantry,1940,1,1949,12,0,0,234,1,123,1,129,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0
11,90,<<AI-INF PICK>>,0,average,2,company,5,*AI*,1939,1,1949,12,0,0,168,1,1033,1,1010,1,1010,1,1113,1,1035,1,1012,1,1153,1,0,0,0,0
12,90,<<AI-MECH INF>>,3,elite,1,platoon,5,*AI*,1942,10,1949,12,0,0,234,1,69,1,70,1,70,1,123,1,52,1,203,1,203,1,203,1,0,0
13,90,Airborne Plt,3,elite,1,platoon,3,infantry,1942,1,1949,12,0,0,72,1,72,1,72,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0
14,90,Commando Sec,4,elite recon,1,platoon,3,infantry,1941,1,1949,12,0,0,76,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,90,Engineer Plt,0,average,1,platoon,3,infantry,1930,1,1949,12,0,0,75,1,75,1,126,1,126,1,0,0,0,0,0,0,0,0,0,0,0,0
16,90,Pioneer Company,4,elite recon,2,company,3,infantry,1937,1,1949,12,0,0,208,1,132,1,123,1,1019,1,1044,1,0,0,0,0,0,0,0,0,0,0
17,90,LMG Platoon,4,elite recon,1,platoon,3,infantry,1941,1,1949,12,0,0,185,1,185,1,185,1,185,1,0,0,0,0,0,0,0,0,0,0,0,0
18,90,NZ Armd Car Sec,1,recon,1,platoon,1,armor,1943,7,1949,12,0,0,138,1,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,90,Pioneer Platoon,3,elite,1,platoon,3,infantry,1937,1,1949,12,0,0,184,1,184,1,184,1,181,1,0,0,0,0,0,0,0,0,0,0,0,0
20,90,Engineer Sec,3,elite,1,platoon,3,infantry,1930,1,1949,12,0,0,75,1,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,90,Armored Car Sec,1,recon,1,platoon,1,armor,1930,1,1949,12,0,0,137,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,90,AUS CS Tank Sec,0,average,1,platoon,1,armor,1943,5,1945,12,0,0,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,90,Inf CS Tank Trp,0,average,1,platoon,1,armor,1941,5,1949,12,0,0,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,90,Cruiser Section,0,average,1,platoon,1,armor,1941,6,1943,12,0,0,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,90,Cruiser Troop,0,average,1,platoon,1,armor,1941,6,1943,12,0,0,8,1,5,1,5,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
26,90,NZ Armd Car Trp,1,recon,1,platoon,1,armor,1943,7,1949,12,0,0,138,1,138,1,138,1,138,1,0,0,0,0,0,0,0,0,0,0,0,0
