id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
2,1,Skoda LT vz.35,113,*unknown value*,14,other,1939,4,1943,10,3,3,3,37,12,3,22,0,2,2,0,8,6,10,0,0,13,30,48,0,0,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2
3,1,CKD LT vz.34,113,*unknown value*,14,other,1939,4,1940,6,3,3,3,36,12,3,21,0,2,2,0,8,6,10,0,0,13,24,48,0,0,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
7,1,Skoda LT- vz.38,113,*unknown value*,14,other,1943,1,1943,10,3,4,3,40,14,3,50,0,2,2,0,8,6,10,0,0,15,24,38,0,8,156,120,0,0,0,0,126,120,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2
8,1,Tancik vz.33,113,*unknown value*,14,other,1939,4,1943,10,1,2,2,13,12,3,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,154,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9,1,Dragoons,20,cavalry,1,cavalry,1939,4,1943,10,2,10,0,20,12,0,10,0,0,0,0,9,0,25,1,0,157,80,0,0,0,144,80,0,87,20,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,Pack Mules,113,*unknown value*,14,other,1939,4,1943,10,2,4,0,8,7,0,0,0,0,0,0,0,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,Tatra T92 Truck,113,*unknown value*,14,other,1939,4,1943,10,2,1,0,9,16,2,10,0,0,0,0,0,112,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,Cavalry Mounts,113,*unknown value*,14,other,1939,4,1943,10,2,4,0,14,12,0,0,0,0,0,0,9,10,10,1,0,144,60,0,0,0,114,10,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,Hlinka Gd Squad,79,heavy armored car,8,recon,1941,5,1943,10,1,10,0,20,6,0,20,0,0,0,0,9,0,0,0,0,157,90,0,0,0,97,90,0,87,30,0,93,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,Hlinka Gd Squad,35,captured tank,2,armor,1941,5,1943,10,1,10,0,20,6,0,20,0,0,0,0,9,0,0,0,0,157,90,0,0,0,97,90,0,87,30,0,142,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,PzKw IIc,78,armored car,8,recon,1943,1,1943,10,3,3,3,35,14,3,51,0,1,3,0,9,6,10,0,0,9,16,20,0,0,155,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1
33,1,PzKw IIIj,113,*unknown value*,14,other,1943,1,1943,10,4,5,4,60,13,3,50,0,3,3,0,8,13,21,0,0,25,24,60,0,15,155,120,0,0,0,0,6,120,0,0,0,0,0,0,0,0,0,5,3,5,5,3,3
34,1,Marder I 37L,57,SP AT gun,5,anti-tank,1943,1,1943,10,3,4,3,45,12,3,50,0,4,3,0,7,0,10,0,0,47,12,18,3,4,138,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
50,1,OA vz 27,78,armored car,8,recon,1939,4,1943,10,4,5,3,22,23,2,30,0,0,0,0,9,0,10,0,0,211,120,0,0,0,0,0,0,0,0,0,235,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
51,1,OA vz 30,78,armored car,8,recon,1939,4,1943,10,3,3,3,20,20,2,30,0,0,0,0,9,0,10,0,0,224,120,0,0,0,0,0,0,0,0,0,230,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
52,1,OA vz 30bis,78,armored car,8,recon,1940,1,1943,10,3,3,3,20,24,2,41,0,0,0,0,9,0,10,0,0,8,10,10,0,0,0,0,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
66,1,Praga RV,85,medium truck,10,transport,1939,4,1943,10,3,2,0,12,18,1,10,0,0,0,0,0,120,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,Tatra 85,86,heavy truck,10,transport,1939,4,1943,10,4,2,0,16,15,1,10,0,0,0,0,0,132,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,ATR Team,54,AT infantry,5,anti-tank,1939,4,1940,12,0,2,0,8,6,0,0,0,0,0,0,9,0,0,0,0,96,0,50,0,0,158,50,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,ATR Team,54,AT infantry,5,anti-tank,1941,1,1943,10,0,2,0,8,6,0,0,0,0,0,0,9,0,0,0,0,142,0,50,0,0,216,50,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,Tank Hunters,54,AT infantry,5,anti-tank,1941,6,1943,10,0,4,0,12,6,0,2,0,0,0,0,8,0,0,0,0,86,0,8,0,0,158,60,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,8cm Mortar Sect,42,mortar,4,artillery,1939,4,1943,10,1,8,0,27,3,0,90,0,0,0,0,7,0,0,0,0,57,40,0,0,0,57,40,0,157,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,37mm KPUV vz 37,55,AT gun,5,anti-tank,1940,1,1943,10,0,5,0,22,3,0,10,0,3,2,0,8,0,1,0,0,15,50,60,0,10,157,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,75mm Pak 97,55,AT gun,5,anti-tank,1941,11,1943,10,1,6,0,16,0,0,11,0,2,2,0,7,0,1,0,0,45,30,10,20,0,157,60,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,37mm KPUV vz 37,55,AT gun,5,anti-tank,1939,4,1939,12,0,5,0,22,3,0,12,0,3,2,0,8,0,1,0,0,15,60,60,0,0,157,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,47mm KPUV vz 38,55,AT gun,5,anti-tank,1939,4,1940,12,0,5,0,25,2,0,11,0,3,2,0,8,0,1,0,0,23,60,60,0,0,157,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,47mm KPUV vz 38,55,AT gun,5,anti-tank,1941,1,1943,10,0,5,0,25,2,0,10,0,3,2,0,8,0,1,0,0,23,54,60,0,6,157,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,20mm AA-Gun,61,flak,6,anti-air,1939,4,1943,10,1,8,0,22,1,0,10,0,2,2,0,9,0,1,0,0,147,40,5,0,0,157,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,47mm AA-Gun,61,flak,6,anti-air,1939,6,1943,10,1,8,0,18,0,0,11,0,2,1,0,8,0,2,0,0,17,35,5,0,0,157,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,76mm Field Gun,47,howitzer,4,artillery,1939,4,1943,10,1,8,0,22,0,0,90,0,0,0,0,7,0,1,0,0,36,45,0,0,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,100mm Howitzer,47,howitzer,4,artillery,1939,4,1943,10,1,12,0,31,0,0,92,0,1,0,0,6,0,2,0,0,70,40,0,0,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,76mm Field Gun,82,platoon HQ,9,C&C,1939,4,1943,10,1,8,0,13,0,0,90,0,0,0,0,7,0,2,0,0,36,45,0,0,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,HMG Section,9,machine gun,0,infantry,1939,4,1943,10,1,6,0,15,5,0,0,0,1,1,0,9,0,0,0,0,122,90,0,0,0,122,90,0,157,60,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,MMG Section,9,machine gun,0,infantry,1939,4,1943,10,1,6,0,15,5,0,0,0,1,1,0,9,0,0,0,0,123,90,0,0,0,123,90,0,157,60,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,Rifle Squad,1,infantry,0,infantry,1941,7,1943,10,1,10,0,27,6,0,10,0,0,0,0,9,0,0,0,0,157,80,0,0,0,97,80,0,87,20,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,Rifle Squad,3,heavy infantry,0,infantry,1939,4,1943,10,1,10,0,20,6,0,12,0,0,0,0,9,0,0,0,0,157,80,0,0,0,97,80,0,158,50,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,Rifle Squad,1,infantry,0,infantry,1939,4,1943,10,1,10,0,19,6,0,10,0,0,0,0,9,0,0,0,0,157,80,0,0,0,97,80,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,Rifle Squad,1,infantry,0,infantry,1939,4,1943,10,1,10,0,20,6,0,10,0,0,0,0,9,0,0,0,0,157,80,0,0,0,97,80,0,87,20,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,Rifle Squad,3,heavy infantry,0,infantry,1939,4,1943,10,1,10,0,20,6,0,11,0,0,0,0,9,0,0,0,0,157,80,0,0,0,97,80,0,87,20,0,157,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,Militia Squad,113,*unknown value*,14,other,1939,4,1943,10,2,10,0,13,6,0,0,0,0,0,0,9,0,0,0,0,157,70,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,Rifle Squad,3,heavy infantry,0,infantry,1941,6,1943,10,1,10,0,20,6,0,10,0,0,0,0,9,0,0,0,0,157,80,0,0,0,3,80,0,87,20,0,86,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,Engineer Squad,6,engineers,0,infantry,1942,1,1943,10,1,10,0,22,6,0,10,0,0,0,0,9,0,0,0,0,157,80,0,0,0,93,10,10,87,20,0,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,Militia Squad,113,*unknown value*,14,other,1939,4,1943,10,2,10,0,21,6,0,0,0,0,0,0,9,0,0,0,0,157,70,0,0,0,87,10,0,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,Marksman,15,sniper,0,infantry,1939,4,1943,10,0,1,0,8,6,0,0,0,0,0,0,9,0,0,0,0,157,50,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,Scouts,69,scout,8,recon,1939,4,1943,10,0,4,0,16,7,0,12,0,0,0,0,9,0,0,0,0,157,60,0,0,0,87,8,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,Sniper,15,sniper,0,infantry,1939,4,1943,10,0,1,0,23,6,0,0,0,3,3,0,9,0,0,0,0,146,50,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
