id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,33,Spanish HQ,0,average,4,force HQ,6,force HQ,1936,7,1946,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,33,Pel Tanque Lig,0,average,1,platoon,1,armor,1936,11,1946,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,33,Cia Tanque Lig,0,average,2,company,1,armor,1936,11,1946,1,1,1,1,1002,1,1002,1,1300,1,0,0,0,0,0,0,0,0,0,0
31,33,Cia Inf Azul /M,0,average,2,company,3,infantry,1943,10,1943,51,1,51,1,175,1,175,1,1038,1,1038,1,1038,1,0,0,0,0,0,0
32,33,Azul Inf-AT,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1941,10,1943,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,33,Maquina Azul,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1941,10,1943,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,33,Maquina Azul /M,0,average,1,platoon,3,infantry,1941,10,1943,46,1,46,1,175,1,175,1,0,0,0,0,0,0,0,0,0,0,0,0
36,33,Seccion de Azul,0,average,1,platoon,3,infantry,1941,10,1943,47,1,47,1,47,1,47,1,57,1,0,0,0,0,0,0,0,0,0,0
38,33,Sec Inf Azul /M,0,average,1,platoon,3,infantry,1941,10,1943,51,1,51,1,47,1,47,1,47,1,175,1,175,1,175,1,175,1,175,1
39,33,Cia ZapadorAzul,0,average,2,company,3,infantry,1941,10,1943,54,1,54,1,43,1,1043,1,1043,1,1043,1,1034,1,0,0,0,0,0,0
41,33,Tirador Embosca,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1936,7,1946,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,33,Cia de Azul,0,average,2,company,3,infantry,1941,10,1943,51,1,1036,1,1036,1,1036,1,1034,1,0,0,0,0,0,0,0,0,0,0
43,33,Sec ZapadorAzul,0,average,1,platoon,3,infantry,1941,10,1943,54,1,54,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0
49,16,-Kondor Tanks-,0,average,1,platoon,1,armor,1936,11,1937,381,1,381,1,381,1,381,1,0,0,0,0,0,0,0,0,0,0,0,0
50,33,Tanque Kondor,0,average,2,company,1,armor,1936,11,1937,283,1,283,1,1049,1,1049,1,1049,1,0,0,0,0,0,0,0,0,0,0
