id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,35,Finland HQ,0,average,4,force HQ,6,force HQ,1930,1,1946,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,35,Psv Pataljoona,0,average,2,company,1,armor,1930,1,1930,2,1,1078,1,1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35,Psv Pataljoona,0,average,2,company,1,armor,1931,1,1946,3,1,1079,1,1079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35,Jv Komppania +,0,average,2,company,3,infantry,1930,1,1946,180,1,200,1,1069,1,177,1,1037,1,1036,1,1036,1,1036,1,0,0,0,0
7,35,Jv Komppania,0,average,2,company,3,infantry,1930,1,1946,180,1,200,1,177,1,1036,1,1036,1,1036,1,0,0,0,0,0,0,0,0
8,35,Panssarivaunu,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1930,1,1946,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35,Psv Joukkue,0,average,1,platoon,1,armor,1930,1,1946,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35,Panssariauto,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1936,7,1946,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35,Jaeger Kompp,0,average,2,company,3,infantry,1930,1,1946,189,1,209,1,174,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0
14,35,Rynntki,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1943,7,1946,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,35,Pst Tykki,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1939,11,1946,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,35,Pst Joukkue,0,average,1,platoon,2,artillery,1941,1,1946,37,1,37,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,35,Pst Joukkue,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1939,11,1940,37,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,35,Rynntki Joukkue,0,average,1,platoon,1,armor,1943,7,1946,23,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,35,Rynntki Kompp,0,average,1,platoon,1,armor,1943,7,1946,23,1,23,1,23,1,23,1,23,1,23,1,0,0,0,0,0,0,0,0
22,35,It Jaos,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1936,1,1946,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,35,Panssariautot,0,average,1,platoon,1,armor,1940,1,1946,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,35,ItPsv Joukkue,0,average,1,platoon,1,armor,1942,5,1946,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,35,Rynntki Patalj.,0,average,2,company,1,armor,1943,7,1946,23,1,1021,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0,0,0
27,35,ISU-152,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1944,6,1944,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,35,Kuorma-auto,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1946,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,35,Raskaat k-auto,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1946,29,1,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0
30,35,Pst Miehet,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1939,11,1946,69,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,35,Kranaatinheitin,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1933,1,1946,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,35,Kivaari Joukkue,0,average,1,platoon,3,infantry,1930,1,1946,180,1,181,1,200,1,201,1,0,0,0,0,0,0,0,0,0,0,0,0
37,99,* Inf Co IGs,0,average,1,platoon,2,artillery,1930,1,1946,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,35,Kuorma-auto Jkk,0,average,1,platoon,4,miscellaneous,1930,1,1946,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
39,35,Jaeger Joukkue,0,average,1,platoon,3,infantry,1930,1,1946,189,1,190,1,209,1,210,1,0,0,0,0,0,0,0,0,0,0,0,0
