id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,5,Japanese HQ,0,average,4,force HQ,6,force HQ,1930,1,1946,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Light Tank Co,0,average,2,company,1,armor,1936,1,1946,4,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,Tank Company A,0,average,2,company,1,armor,1936,1,1946,7,1,4,1,4,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0
5,5,Infantry Co A+,0,average,2,company,3,infantry,1930,1,1946,340,1,295,1,1036,1,1036,1,1036,1,1034,1,295,1,36,1,0,0,0,0
6,5,SNLF Company,0,average,2,company,3,infantry,1930,1,1946,137,1,1285,1,1094,1,1094,1,1094,1,1094,1,1127,1,36,1,0,0,0,0
7,5,Ind Tankette Co,0,average,2,company,1,armor,1936,1,1946,2,1,440,1,1112,1,1112,1,1112,1,1112,1,0,0,0,0,0,0,0,0
8,5,Light Tank Pl,0,average,1,platoon,1,armor,1936,1,1946,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,Light Tank Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1936,1,1946,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,Mot Scout Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1935,1,1946,231,1,231,1,107,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0
13,5,Tank Platoon,0,average,1,platoon,1,armor,1930,1,1946,7,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,AT Gun Platoon,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1936,1,1946,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,Japan Def Tanks,0,average,1,platoon,1,armor,1943,6,1946,14,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
