id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,32,Comandancia,0,average,4,force HQ,6,force HQ,1930,1,1939,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,32,1 Sosten Naval,0,average,3,naval,2,artillery,1936,1,1939,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,32,2 Sosten Naval,0,average,3,naval,2,artillery,1936,1,1939,170,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,32,3 Sosten Naval,0,average,3,naval,2,artillery,1936,1,1939,170,1,171,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,32,Fortificacion,0,average,1,platoon,4,miscellaneous,1930,1,1939,70,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,32,Apoyo Caballeri,0,average,1,platoon,3,infantry,1930,1,1939,211,1,211,1,211,1,166,1,191,1,191,1,191,1,191,1,0,0,0,0
91,32,Reconocimiento,0,average,1,platoon,4,miscellaneous,1930,1,1939,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,32,Asaltos Avion,0,average,1,platoon,4,miscellaneous,1930,1,1936,392,1,392,1,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,32,Asaltos Avion,0,average,1,platoon,4,miscellaneous,1936,7,1936,392,1,392,1,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,32,Asaltos Avion,0,average,1,platoon,4,miscellaneous,1936,11,1937,401,1,401,1,401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
