id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
7,20mm (2) T98 AA,4,SPWOOB_WCLASS_AA,0,2,15,0,1,4,0,0,16,30
10,37mm L21 Type11,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,0,0,3,6,30
19,75mm M.1897 FG,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,0,0,0,6,203
20,37mm TR mle 16,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,0,0,3,6,64
21,65mm M13 Cannon,6,SPWOOB_WCLASS_MDM_GUN,0,4,4,0,2,2,4,3,6,142
23,47mm L53 Type 1,6,SPWOOB_WCLASS_MDM_GUN,0,3,2,0,1,8,0,12,13,50
32,3" Stokes M.18,3,SPWOOB_WCLASS_TEAM,0,4,9,0,1,0,0,0,3,30
33,Brandt 27/31,3,SPWOOB_WCLASS_TEAM,0,4,11,0,1,0,0,0,3,50
36,75mm Type 38 FH,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,0,5,3,6,208
37,75mm Type 41 FH,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,0,0,0,6,126
45,75mm Type 90 FG,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,0,0,10,10,208
48,75mm Type88 AA,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,10,0,0,11,80
49,75mm Type 90 Gn,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,10,0,0,10,60
56,81mm T97 Mortar,3,SPWOOB_WCLASS_TEAM,0,4,11,0,1,0,0,0,3,57
83,Type 100 FT,8,SPWOOB_WCLASS_FLAME_INF,0,45,25,0,0,0,14,0,30,1
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,0,10,20,0,18,0,15,0,15,1
85,Molotov,8,SPWOOB_WCLASS_FLAME_INF,0,3,4,0,4,222,9,0,12,1
86,Type 99 AT Mine,2,SPWOOB_WCLASS_INF_SEC,0,7,3,0,3,222,3,0,15,1
87,Type 91 Grenade,2,SPWOOB_WCLASS_INF_SEC,0,3,5,0,1,0,0,0,3,1
93,Type 91 Rfl-Grn,2,SPWOOB_WCLASS_INF_SEC,0,3,5,0,1,222,0,0,2,3
114,Pistol Type 94,1,SPWOOB_WCLASS_INF_PRM,0,0,1,0,0,0,0,0,0,1
137,Vickers TMG,5,SPWOOB_WCLASS_SML_GUN,0,1,5,0,0,0,0,0,23,30
138,Vickers BMG,5,SPWOOB_WCLASS_SML_GUN,0,1,5,0,0,0,0,0,23,10
144,Type 38 Carbine,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,0,1,8
146,Type 97 Sniper,1,SPWOOB_WCLASS_INF_PRM,0,1,2,0,0,0,0,0,30,15
147,20mm T98 AA-Gun,4,SPWOOB_WCLASS_AA,0,2,12,0,1,4,0,0,16,30
151,5cm Type 10 GL,3,SPWOOB_WCLASS_TEAM,0,3,5,0,0,0,0,0,5,4
160,7.7mm MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,5,0,0,0,0,0,23,30
163,12.7mm MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,10,0,1,0,0,0,21,40
183,1000 lb Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,48,96,0,8,0,0,0,1,1
184,Type 3 AT Grnd,2,SPWOOB_WCLASS_INF_SEC,0,4,3,0,3,222,7,0,3,1
205,Type 99 Rifle,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,0,1,10
206,6.5 Type 11 LMG,2,SPWOOB_WCLASS_INF_SEC,0,1,4,0,0,0,0,0,19,12
207,6.5 Type 96 LMG,2,SPWOOB_WCLASS_INF_SEC,0,1,4,0,0,0,0,0,21,12
208,7.7 Type 92 HMG,3,SPWOOB_WCLASS_TEAM,0,1,5,0,0,0,0,0,23,30
211,6.5 Type 3 HMG,3,SPWOOB_WCLASS_TEAM,0,1,4,0,0,0,0,0,29,30
216,6.5 Type 11 MG,5,SPWOOB_WCLASS_SML_GUN,0,1,4,0,0,0,0,0,19,24
217,5cm Type 89 GL,3,SPWOOB_WCLASS_TEAM,0,3,5,0,0,0,0,0,5,13
218,70mm Type 92 FH,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,0,8,0,6,60
219,70mm Type 92 FH,6,SPWOOB_WCLASS_MDM_GUN,0,4,5,0,2,4,8,0,6,90
220,70mm T11 Mortar,3,SPWOOB_WCLASS_TEAM,0,4,8,0,1,0,0,0,3,31
221,90mm T94 Mortar,3,SPWOOB_WCLASS_TEAM,0,4,13,0,1,0,0,0,3,76
223,Booby trap,19,*unknown value*,0,5,10,0,2,0,0,0,0,1
224,Demolition chrg,19,*unknown value*,0,48,96,0,8,0,0,0,0,1
225,Fougasse,18,SPWOOB_WCLASS_NAPALM,0,5,100,0,10,0,0,0,0,1
226,Type 44 Carbine,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,0,1,8
227,Type 38 Rifle,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,0,1,10
228,Type 97 ATR,2,SPWOOB_WCLASS_INF_SEC,0,2,0,0,0,4,5,0,16,14
231,7.7 Type 99 LMG,2,SPWOOB_WCLASS_INF_SEC,0,1,5,0,0,0,0,0,18,12
232,25mm (3) T96 AA,4,SPWOOB_WCLASS_AA,0,2,17,0,1,5,0,0,15,35
233,13.2mm BMG,5,SPWOOB_WCLASS_SML_GUN,0,1,9,0,1,0,0,0,17,20
234,7.7 Type92 AAMG,4,SPWOOB_WCLASS_AA,0,1,5,0,0,0,0,0,23,30
235,13mm(2)T93 AAMG,4,SPWOOB_WCLASS_AA,0,1,14,0,1,0,0,0,17,40
238,2x6.5 Tp 91 TMG,5,SPWOOB_WCLASS_SML_GUN,0,1,6,0,0,0,0,0,19,24
239,50kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,5,10,0,2,0,0,0,1,1
240,120kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,12,24,0,4,0,0,0,1,1
241,250kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,25,50,0,6,0,0,0,1,1
244,6.5 Type 91 TMG,5,SPWOOB_WCLASS_SML_GUN,0,1,4,0,0,0,0,0,19,24
245,7.7 Type 97 TMG,5,SPWOOB_WCLASS_SML_GUN,0,1,5,0,0,0,0,0,23,24
246,25mm (2) T96 AA,4,SPWOOB_WCLASS_AA,0,2,14,0,1,5,0,0,15,35
249,150mm Tp97 Mor,3,SPWOOB_WCLASS_TEAM,0,6,25,0,2,0,0,0,3,78
