id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,7,British HQ,0,average,4,force HQ,6,force HQ,1930,1,1946,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Mech Inf Co,0,average,2,company,3,infantry,1942,1,1946,700,1,52,1,1041,1,1041,1,1041,1,0,0,0,0,0,0,0,0,0,0
3,7,Mech Inf Co+,0,average,2,company,3,infantry,1942,1,1946,700,1,53,1,1041,1,1041,1,1041,1,1070,1,1037,1,0,0,0,0,0,0
4,7,Rifle Company,0,average,2,company,3,infantry,1930,1,1946,700,1,1038,1,1038,1,1038,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Rifle Company+,0,average,2,company,3,infantry,1943,1,1946,700,1,1145,1,1038,1,1038,1,1038,1,1094,1,0,0,0,0,0,0,0,0
6,7,Machinegun Pl,0,average,1,platoon,3,infantry,1930,1,1946,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Assault Pio. Pl,0,average,1,platoon,0,default,1943,1,1946,75,1,75,1,75,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0
8,7,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1946,98,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,Motor MG Pl 30,0,average,1,platoon,3,infantry,1930,1,1946,720,1,720,1,720,1,720,1,129,1,129,1,0,0,0,0,0,0,0,0
10,7,Light Tank Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1930,1,1946,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,Inf Tank Troop,0,average,1,platoon,1,armor,1930,1,1946,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,Motor Bn AT Pl,0,average,1,platoon,2,artillery,1935,1,1946,59,1,59,1,59,1,59,1,54,1,54,1,54,1,54,1,0,0,0,0
13,7,Motor Bn Spt Co,0,average,2,company,2,artillery,1930,1,1941,539,1,238,1,129,1,1012,1,1012,1,1012,1,1009,1,1009,1,1046,1,0,0
14,7,Mech Recce Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1943,1,1946,2,1,2,1,69,1,69,1,52,1,52,1,0,0,0,0,0,0,0,0
15,7,TD Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1940,3,1946,43,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,Rifle Bn Spt Co,0,average,2,company,0,default,1930,1,1946,238,1,129,1,1019,1,1045,1,1045,1,1045,1,1118,1,1118,1,1118,1,1114,1
17,7,Cruiser Troop,0,average,1,platoon,1,armor,1935,1,1946,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,Cruiser CS Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1935,1,1946,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,Assault Pio/M,0,average,1,platoon,0,default,1930,1,1946,75,1,75,1,75,1,129,1,129,1,129,1,0,0,0,0,0,0,0,0
20,7,Motor Bn Spt Co,0,average,2,company,2,artillery,1941,6,1946,700,1,238,1,129,1,1012,1,1012,1,1012,1,1009,1,1009,1,1135,1,0,0
21,7,SPA Troop,0,average,1,platoon,2,artillery,1942,1,1946,47,1,47,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0
22,7,AA-Gun Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1939,1,1946,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,7,AA-Gun Troop,0,average,1,platoon,2,artillery,1939,1,1946,64,1,64,1,64,1,64,1,64,1,64,1,0,0,0,0,0,0,0,0
24,7,SAS Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1944,6,1946,261,1,261,1,251,1,251,1,0,0,0,0,0,0,0,0,0,0,0,0
25,7,Armour Car Trp,0,average,1,platoon,1,armor,1930,1,1946,48,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
26,7,Armour Car Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1930,1,1946,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,APC Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1942,1,1946,52,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0
