id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,11,USSR HQ,0,average,4,force HQ,6,force HQ,1930,1,1946,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,Heavy Tank Co,0,average,2,company,1,armor,1933,2,1946,23,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0,0,0
3,11,Gds Heavy Tk Co,0,average,2,company,1,armor,1942,1,1944,23,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0,0,0,0,0
4,11,Guards Tank Co,0,average,2,company,1,armor,1942,1,1946,4,1,1017,1,1017,1,1017,1,0,0,0,0,0,0,0,0,0,0,0,0
5,11,BT Company,0,average,2,company,1,armor,1931,10,1941,2,1,3,1,3,1,1153,1,1153,1,1153,1,0,0,0,0,0,0,0,0
6,11,Rifle Company,0,average,2,company,3,infantry,1930,1,1946,60,1,58,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0,0,0
7,11,Mech Inf Co,0,average,2,company,3,infantry,1942,1,1946,62,1,58,1,68,1,68,1,43,1,43,1,43,1,1083,1,1083,1,1083,1
8,11,Para Company,0,average,2,company,3,infantry,1938,1,1941,257,1,272,1,1117,1,1040,1,1040,1,1040,1,0,0,0,0,0,0,0,0
9,11,Rifle Company+,0,average,2,company,3,infantry,1938,6,1946,60,1,58,1,433,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0
10,11,Heavy Tank Pl,0,average,1,platoon,1,armor,1933,2,1946,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
