id,name,nation,start_yr,end_yr,pscr,type,URID[1],URID[2],URID[3],URID[4],URID[5],URID[6],URID[7],URID[8],URID[9],URID[10],start_mo,end_mo,exp_mod,mor_mod,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16
1,Japanese HQ,5,30,46,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Light Tank Co,5,36,46,1,2,4,1008,1008,1008,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Tank Company A,5,36,46,1,2,7,4,4,1013,1013,1013,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Infantry Co A+,5,30,46,3,2,340,295,1036,1036,1036,1034,295,36,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,SNLF Company,5,30,46,3,2,137,1285,1094,1094,1094,1094,1127,36,0,0,1,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Ind Tankette Co,5,36,46,1,2,2,440,1112,1112,1112,1112,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Light Tank Pl,5,36,46,1,1,4,4,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Light Tank Sec,5,36,46,1,0,4,4,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Mot Scout Sec,5,35,46,3,0,231,231,107,107,0,0,0,0,0,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Platoon,5,30,46,1,1,7,7,7,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,AT Gun Platoon,5,36,46,2,0,33,33,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Japan Def Tanks,5,43,46,1,1,14,12,12,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Mortar Section,5,30,46,2,0,35,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,DP Gun Platoon,5,45,46,2,1,485,485,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Armoured Car Co,5,30,46,1,2,23,1024,1024,1024,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,AA Gun Battery,5,37,46,2,1,31,31,31,31,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,AA Gun Platoon,5,37,46,2,0,31,31,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Armoured Car Pl,5,30,46,1,1,23,23,23,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Armour Car Sec,5,30,46,1,0,23,23,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,APC Platoon,5,42,46,4,0,24,24,24,24,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APCs,5,42,46,4,0,24,24,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Truck Platoon,5,30,46,4,0,26,26,26,26,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Utility Vehicle,5,30,46,4,0,107,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Special Atk Det,5,44,46,3,0,51,51,51,51,0,0,0,0,0,0,6,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Inf-AT Section,5,37,46,3,0,49,49,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Mortar Platoon,5,30,46,2,1,36,36,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Reg Gun Platoon,5,30,46,2,1,53,53,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Machinegun Sec,5,30,46,3,0,38,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Militia Company,5,44,46,3,2,192,1037,1037,1037,1030,1019,1034,0,0,0,1,12,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Rifle Platoon A,5,30,46,3,1,40,40,40,42,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Militia Platoon,5,30,46,3,0,192,192,192,190,0,0,0,0,0,0,1,12,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Mot Recce Co,5,30,46,3,2,40,25,1039,1039,1034,25,1183,1078,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Mot-Inf Platoon,5,30,46,3,1,40,40,40,42,26,26,26,26,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Engineer Pl,5,30,46,3,1,34,34,45,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Sniper,5,30,46,3,0,52,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Heavy Trucks,5,30,46,4,0,27,27,27,27,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
