id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,2,Polish HQ,0,average,4,force HQ,6,force HQ,1930,1,1946,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Field Gun Bty,0,average,1,platoon,2,artillery,1930,1,1940,412,1,412,1,412,1,412,1,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Para Company,0,average,2,company,3,infantry,1942,1,1946,160,1,161,1,169,1,1040,1,1040,1,1040,1,0,0,0,0,0,0,0,0
11,2,Flame Tanks,0,average,1,platoon,1,armor,1944,6,1946,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,46 Tank Company,0,average,2,company,1,armor,1946,1,1946,24,1,24,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
13,2,46 Tank Platoon,0,average,1,platoon,1,armor,1946,1,1946,24,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
16,2,SP Mortar Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1943,11,1946,136,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,Mortar Sec/M,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1941,1,1946,725,1,725,1,793,1,793,1,0,0,0,0,0,0,0,0,0,0,0,0
19,2,Police Platoon,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1939,551,1,551,1,551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,Police AC Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1935,1,1939,668,1,668,1,668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,Police AC,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,11,1939,668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,AAMG Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1930,1,1939,418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,AAMG Plt,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1930,1,1939,418,1,418,1,418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,Heavy AC,0,average,0,SPWOOB_FTYPE_UNKNOWN,0,default,1930,1,1939,649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,Heavy AC Pl,0,average,1,platoon,0,default,1930,1,1939,649,1,649,1,649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,Heavy AC Co,0,average,2,company,0,default,1930,1,1939,649,1,1026,1,1026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,Mine Plough,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1938,1,1939,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,Hvy AT-Gun Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1944,6,1946,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,Prototype Tanks,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1939,554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,Para Platoon,0,average,1,platoon,3,infantry,1942,1,1946,167,1,160,1,160,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0
42,2,Sniper,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1946,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,Hvy AT-Gun Pl,0,average,1,platoon,2,artillery,1944,6,1946,58,1,58,1,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0
45,2,Motor Platoon,0,average,1,platoon,3,infantry,1943,6,1946,308,1,298,1,298,1,298,1,373,1,373,1,373,1,373,1,0,0,0,0
49,2,Scouts,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1946,77,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,Para Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1937,158,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,Para Platoon,0,average,1,platoon,3,infantry,1938,1,1939,156,1,156,1,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
