id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
2,3,Type 94 TK,113,*unknown value*,14,other,1943,1,1943,12,2,2,3,17,14,3,12,0,1,0,0,9,0,10,0,0,245,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1
8,3,Renault Type 79,28,close support tank,2,armor,1930,1,1940,6,2,2,3,18,6,3,11,0,1,0,0,8,0,10,0,0,10,120,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
9,3,Renault Type 89,28,close support tank,2,armor,1932,1,1945,12,2,2,3,20,8,3,21,0,1,0,0,9,0,10,0,0,238,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3
10,3,Renault Type 87,28,close support tank,2,armor,1930,1,1942,12,2,2,3,19,8,3,21,0,1,0,0,9,0,10,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3
17,3,Stokes Mortars,42,mortar,4,artillery,1930,1,1934,12,1,8,0,21,3,0,31,0,1,0,0,7,0,1,0,0,32,40,0,0,0,32,40,0,227,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,Brandt Mortars,42,mortar,4,artillery,1930,1,1934,12,1,8,0,24,3,0,41,0,1,0,0,7,0,1,0,0,33,40,0,0,0,33,40,0,227,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,Type 92 SNLF,78,armored car,8,recon,1933,1,1946,12,3,4,3,26,13,0,60,0,1,0,0,9,0,10,0,0,137,120,0,0,0,0,0,0,216,120,0,216,120,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
25,3,Nissan 180,113,*unknown value*,14,other,1930,1,1946,12,2,2,0,12,24,2,10,0,0,0,0,0,113,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,Isuzu Type 94,85,medium truck,10,transport,1930,1,1946,12,3,2,0,12,18,1,10,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,Isuzu Type 2,86,heavy truck,10,transport,1930,1,1946,12,4,2,0,16,15,1,10,0,0,0,0,0,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,25mm Twin AA,61,flak,6,anti-air,1937,1,1946,12,2,6,0,19,1,0,0,0,2,2,0,9,0,1,0,0,246,35,5,0,0,226,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,Engineer Squad,6,engineers,0,infantry,1930,1,1942,12,1,12,0,23,6,0,12,0,0,0,0,9,0,0,0,0,227,80,0,0,0,87,24,0,226,50,0,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,70mm Tp 11 Mors,42,mortar,4,artillery,1935,1,1939,12,1,8,0,22,4,0,92,0,0,0,0,7,0,0,0,0,220,40,0,0,0,220,40,0,205,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,81mm Tp 97 Mors,42,mortar,4,artillery,1939,1,1946,12,1,8,0,26,3,0,92,0,0,0,0,7,0,0,0,0,56,40,0,0,0,56,40,0,205,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,90mm Tp 94 Mors,42,mortar,4,artillery,1935,1,1946,12,1,8,0,30,3,0,91,0,0,0,0,6,0,0,0,0,221,40,0,0,0,221,40,0,205,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,Type 92 HMGs,9,machine gun,0,infantry,1933,1,1946,12,1,8,0,17,4,0,0,0,1,1,0,9,0,0,0,0,208,90,0,0,0,208,90,0,227,60,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,Support Squad,3,heavy infantry,0,infantry,1930,1,1946,12,1,12,0,20,6,0,12,0,0,0,0,9,0,0,0,0,227,80,0,0,0,217,24,0,217,24,0,217,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
