id,name,wclass,size,B02,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,Carcano M91,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mod 91 Carabina,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,.303in Bren LMG,2,0,1,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,.303 Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Breda CM 20L65,19,0,0,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,2,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20mm Quad CA,4,0,6,2,1,3,19,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Breda CM 20L65,5,0,6,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25mm SA34 L/72,6,0,6,2,1,5,1,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2kg Framm Bomb,14,0,0,3,1,0,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm Contraerea,4,0,6,2,1,6,14,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm L33 Mod.21,6,0,6,2,1,4,2,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20mm ShVAK L82,5,0,4,2,1,4,9,0,20,30,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,VTerni 37mm L40,6,0,0,2,1,6,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,37mm L45 Mod.36,6,0,6,2,1,5,1,0,11,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M5 L53,6,0,6,2,1,6,1,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm Contraerea,4,0,6,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,37mm M6 L57,6,0,6,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,47mm L32 Mod.35,6,0,0,3,1,6,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20,Obice da 75L32,6,0,9,4,2,0,5,0,8,208,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
21,47mm L32 Mod.39,6,0,0,3,1,6,2,0,8,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
