id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,3,Manchukuo HQ,0,average,4,force HQ,6,force HQ,1930,1,1945,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,Infantry Co,0,average,2,company,3,infantry,1930,1,1945,340,1,1121,1,1036,1,1036,1,1036,1,1034,1,0,0,0,0,0,0,0,0
5,3,Guards Inf Co,0,average,2,company,3,infantry,1930,1,1945,340,1,1121,1,1036,1,1036,1,1036,1,1036,1,1191,1,0,0,0,0,0,0
6,3,Militia Co,0,average,2,company,3,infantry,1930,1,1945,192,1,1037,1,1037,1,1037,1,0,0,0,0,0,0,0,0,0,0,0,0
10,3,Mot Scout Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1935,1,1945,231,1,231,1,107,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0
14,3,AT Gun,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1936,1,1945,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,AT Gun Platoon,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1936,1,1945,199,1,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,Mortar Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1930,1,1945,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,Armoured Car Co,0,average,2,company,1,armor,1933,1,1945,22,1,1024,1,1024,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
22,3,AA Gun Battery,0,average,1,platoon,2,artillery,1937,1,1945,31,1,31,1,31,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0
23,3,AA Gun Platoon,0,average,0,SPWOOB_FTYPE_UNKNOWN,2,artillery,1937,1,1945,31,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,Armoured Car Pl,0,average,1,platoon,1,armor,1933,1,1945,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,Armour Car Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,1,armor,1933,1,1945,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,Truck Platoon,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1945,26,1,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0
29,3,Utility Vehicle,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1945,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,Inf-AT Section,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1945,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,Mortar Platoon,0,average,1,platoon,2,artillery,1930,1,1945,36,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,Machinegun Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1945,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1945,40,1,40,1,40,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0
37,3,Militia Plt,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1945,192,1,192,1,192,1,190,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,Mot-Inf Plt,0,average,1,platoon,3,infantry,1930,1,1945,40,1,40,1,40,1,42,1,26,1,26,1,26,1,26,1,0,0,0,0
40,3,Engineer Plt,0,average,1,platoon,3,infantry,1930,1,1945,34,1,34,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,Sniper,0,average,0,SPWOOB_FTYPE_UNKNOWN,3,infantry,1930,1,1945,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,Heavy Trucks,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1945,27,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
43,3,Heavy Truck Sec,0,average,0,SPWOOB_FTYPE_UNKNOWN,4,miscellaneous,1930,1,1945,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,Light Battery,0,average,1,platoon,2,artillery,1930,1,1945,78,1,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,Lt Artillery Bn,0,average,1,platoon,2,artillery,1930,1,1945,78,1,78,1,78,1,78,1,78,1,78,1,0,0,0,0,0,0,0,0
