id,name,wclass,size,B02,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,Carcano M91,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mod 91 Carabina,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Breda CM 20L65,4,0,0,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,2,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20mm Quad CA,4,0,6,2,1,3,19,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Breda CM 20L65,5,0,6,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm Contraerea,4,0,6,2,1,6,14,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,VTerni 37mm L40,6,0,6,2,1,5,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,47mm L32 Mod.35,6,0,7,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20,Obice da 75L32,6,0,9,4,2,0,5,0,8,208,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
21,47mm L32 Mod.39,6,0,0,3,1,6,2,0,8,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
22,47mm L32 SA35,6,0,7,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
