id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
2,8mm Carbine,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,0,1,8
3,7.92mm MG34 LMG,2,SPWOOB_WCLASS_INF_SEC,0,1,8,0,0,0,0,0,20,12
6,7.92mm MG34 BMG,5,SPWOOB_WCLASS_SML_GUN,0,1,8,0,0,0,0,0,20,10
7,25mm SA34 L/72,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,5,0,0,18,35
8,25mm SA35 L/53,6,SPWOOB_WCLASS_MDM_GUN,0,2,0,0,0,5,0,0,14,35
9,25mm SA37 L/78,6,SPWOOB_WCLASS_MDM_GUN,0,2,0,0,0,5,0,0,20,35
11,37mm M1 AA-Gun,4,SPWOOB_WCLASS_AA,0,2,13,0,1,6,0,0,13,40
12,37mm SA18 m.37,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,0,0,3,7,30
13,37mm SA35 (L33),6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,4,0,0,8,35
14,37mm L36 Tp 98,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,4,0,7,9,40
15,37mm SA37 (L53),6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,4,0,0,14,35
16,37mm M5 L53,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,6,0,0,13,40
17,40mm M1 AAG,4,SPWOOB_WCLASS_AA,0,3,15,0,1,7,0,0,14,46
18,37mm M6 L57,6,SPWOOB_WCLASS_MDM_GUN,0,2,1,0,1,6,0,0,14,40
19,47mm SA34 (L21),6,SPWOOB_WCLASS_MDM_GUN,0,3,2,0,1,0,0,3,6,45
20,2 Pounder Gun,6,SPWOOB_WCLASS_MDM_GUN,0,3,1,0,1,7,0,0,13,45
21,47mm SA37 (L53),6,SPWOOB_WCLASS_MDM_GUN,0,3,2,0,1,8,4,0,13,45
22,47mm SA35 (L34),6,SPWOOB_WCLASS_MDM_GUN,0,3,2,0,1,5,4,0,9,45
23,47mm SA34 (L30),6,SPWOOB_WCLASS_MDM_GUN,0,3,2,0,1,8,4,0,8,45
