id,name,wclass,size,B02,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,M1930 Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PPSh-41 SMG,1,0,1,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7.92mm MG34 MMG,3,0,2,1,0,0,8,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,2,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,40mm M36B AAG,4,0,6,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2cm KwK 38 L55,19,0,6,2,1,3,9,0,14,30,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25mm SA34 L/72,6,0,6,2,1,5,1,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Breda CM 20L65,5,0,6,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm M39 AAG,4,0,6,2,1,4,15,0,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA18 m.37,6,0,6,2,1,0,1,0,7,30,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm SA17 L21,6,0,6,2,1,0,1,0,6,30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37mm SA37 L33,6,0,6,2,1,4,1,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
