id,name,wclass,size,B02,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,Tp 1 Para Rifle,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Type 100/40 SMG,1,0,1,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13mm(2)T93 AAMG,4,0,3,1,1,0,14,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2x8mm M30 AAMG,4,0,3,1,0,0,8,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Type 38 Carbine,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20mm (2) AA-Gun,4,0,4,2,1,3,14,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Breda CM 20L65,19,0,6,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25mm SA34 L/72,6,0,6,2,1,5,1,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,37mm L50 Type 1,6,0,6,2,1,6,1,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm L21 Type11,6,0,6,2,1,0,1,0,6,30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm L46 Type94,6,0,6,2,1,5,1,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm L36 Type94,6,0,6,2,1,4,1,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,37mm L36 Type98,6,0,6,2,1,4,1,0,9,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm Bofors AAG,4,0,6,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,37mm M6 L57,6,0,6,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2 pdr AA-Gun,4,0,6,3,1,2,14,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,47mm L48 Type 1,6,0,7,3,1,7,2,0,12,50,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
25,47mm L53 Type 1,6,0,7,3,1,8,2,0,13,50,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,81mm T97 Mortar,3,0,5,4,1,0,11,0,3,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,50mm Mle 1893,6,0,7,3,1,2,3,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,HB 60mm M.35,3,0,4,4,1,0,7,0,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65mm M13 Cannon,6,0,8,4,2,2,4,0,6,142,60,3,4,0,0,0,0,0,0,0,0,0,0,0,0
32,75mm Krupp L18,6,0,8,4,2,0,5,0,6,120,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,75mm Type 90 FG,6,0,0,4,2,0,5,0,10,208,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Brandt 27/31,3,0,5,4,1,0,11,0,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,75mm/47mm Dual,3,0,5,4,1,0,9,0,5,48,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,75mm Mle 1897,6,0,8,4,2,0,5,0,6,203,20,7,5,0,0,0,0,0,0,0,0,0,0,0,0
45,75mm Bofors M02,6,0,8,4,2,0,5,0,6,215,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0
46,80mm Bofors AA,6,0,10,5,2,12,7,0,12,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,75mm M3 L40,6,0,8,4,2,10,5,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,77mm FK-16 Gun,6,0,9,4,2,0,5,0,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,75mm M.23 Mrtr,3,0,5,4,1,0,9,0,3,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,75mm L60 Bofors,6,0,8,4,2,14,5,0,15,90,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3.7i Cannon L22,6,0,11,5,1,0,9,0,6,110,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,105L40 BoforsFG,7,0,12,5,2,14,11,0,10,211,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0
71,105L22 BoforsFH,7,0,12,5,2,0,11,0,6,207,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Trench Mortar,7,0,6,7,1,0,17,0,3,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,150mm Bofors FH,7,0,12,8,3,0,21,0,6,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,18,0,20,0,15,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
85,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Type 99 AT Mine,2,0,0,7,3,222,3,0,15,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
87,Type 91 Grenade,2,0,0,3,1,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,VB Rifle Grnd,2,0,2,3,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Type 91 Rfl-Grn,2,0,2,3,1,222,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,7.5mm FM29 LMG,2,0,1,1,0,0,5,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,6.5 Madsen LMG,2,0,1,1,0,0,4,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Colt 1917 HMG,3,0,3,1,0,0,5,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,15mm Besa TMG,5,0,0,1,1,2,10,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,150mm Tp 38 FH,7,0,12,8,3,0,21,0,6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2in Mortar,3,0,2,3,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flamethrower,9,0,1,45,0,0,40,0,20,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
